,Season,Episode,Time_Stamp,Line,NRC_Sentiment,AFINN_Sentiment,AFINN_Sentiment_Score,BING_Sentiment,prob
31777,5,2,00:10:26,the only reason youre here is that my boss ordered me to bring you on,positive,Neutral,0,Neutral,0.18889937782660127
31778,5,2,00:10:29,all right this is my show and its a serious intellectual hour of discussion and i want to keep it that way,"positive,trust",Positive,1,Positive,0.0937454926315695
31779,5,2,00:10:32,hey no problem,"fear,negative,sadness",Negative,-12,Negative,0.2172399079427123
31780,5,2,00:10:33,all right in three two one,Neutral,Neutral,0,Positive,0.10490777203813195
31781,5,2,00:10:35,this is the lunch hour with your host,Neutral,Neutral,0,Neutral,0.07955332403071225
31782,5,2,00:10:37,hey whats up quahog,Neutral,Neutral,0,Neutral,0.16503218794241548
31783,5,2,00:10:40,from the station that reaches the beaches youre listening to dingo and the baby,"joy,positive",Positive,1,Neutral,0.10776771232485771
31784,5,2,00:10:43,dingo and the baby,"joy,positive",Neutral,0,Neutral,0.14854746405035257
31785,5,2,00:10:47,oh baby,"joy,positive",Neutral,0,Neutral,0.2380946883931756
31786,5,2,00:10:50,what the hell are you doing,"anger,disgust,fear,negative,sadness",Negative,-1,Negative,99.35452938079834
31787,5,2,00:10:51,whawhat the hell does that have to do with anything,"anger,disgust,fear,negative,sadness",Negative,-4,Negative,97.6541519165039
31788,5,2,00:10:53,theyre just wacky sounds you know to liven things up,Neutral,Neutral,0,Neutral,0.10840704198926687
31789,5,2,00:10:56,dingo,Neutral,Neutral,0,Neutral,0.25006355717778206
31790,5,2,00:10:58,dddingo dingo and the,Neutral,Neutral,0,Neutral,0.7471717894077301
31791,5,2,00:11:00,baby,"joy,positive",Neutral,0,Neutral,0.25692617055028677
31792,5,2,00:11:04,oh sexy girlfriend,Neutral,Positive,3,Positive,0.4522788804024458
31793,5,2,00:11:13,peter would you stop spying on your  mothers date,Neutral,Negative,-1,Neutral,0.5303657613694668
31794,5,2,00:11:16,i cant stand it anymore lois,Neutral,Neutral,0,Neutral,2.300761267542839
31795,5,2,00:11:17,im going to put a stop to this,Neutral,Negative,-1,Neutral,0.24403156712651253
31796,5,2,00:11:21,hello,Neutral,Neutral,0,Neutral,1.2500659562647343
31797,5,2,00:11:22, hello yes  this is  this is tom tuckers personal physician,"positive,trust",Positive,1,Neutral,0.09617717005312443
31798,5,2,00:11:26,dr t and the women,Neutral,Neutral,0,Neutral,0.8441618643701077
31799,5,2,00:11:28, could you tell tom his contagious penis cancer medicine is ready,"anger,anticipation,disgust,fear,negative,sadness",Negative,-2,Negative,99.35356378555298
31800,5,2,00:11:33,is this peter,Neutral,Neutral,0,Neutral,91.80594682693481
31801,5,2,00:11:34, no its   lois,Neutral,Negative,-1,Neutral,0.9168622083961964
31802,5,2,00:11:36, lois dont crank call my mother,"anticipation,joy,negative,positive,sadness,trust",Neutral,0,Neutral,0.6974896416068077
31803,5,2,00:11:39,im gonna have to pinch you for that,Neutral,Neutral,0,Negative,0.9106079116463661
31804,5,2,00:11:40,ow peter dont pinch me,Neutral,Neutral,0,Negative,0.7043126039206982
31805,5,2,00:11:42,ow,Neutral,Neutral,0,Neutral,1.610134169459343
31806,5,2,00:11:42,ow stop it,Neutral,Negative,-1,Neutral,1.0777686722576618
31807,5,2,00:11:44,knock it off damn it,"anger,disgust,negative",Negative,-4,Negative,99.58546161651611
31808,5,2,00:11:45,cut it out maybe ill tickle you h how about that,"anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust",Negative,-1,Positive,0.5395659245550632
31809,5,2,00:11:47,no dont,Neutral,Negative,-1,Neutral,0.15312611358240247
31810,5,2,00:11:48,here you go tickle tickle,"anticipation,joy,positive,surprise,trust",Neutral,0,Positive,0.2079967875033617
31811,5,2,00:11:50,cut it out,Neutral,Negative,-1,Neutral,0.23671260569244623
31812,5,2,00:11:51,stop it,Neutral,Negative,-8,Neutral,1.3689741492271423
31813,5,2,00:11:53,i mean it i mean it,Neutral,Neutral,0,Neutral,0.16707286704331636
31814,5,2,00:11:58,well i told you to stop,Neutral,Negative,-1,Positive,0.7666701450943947
31815,5,2,00:12:00,i tickle you you hit me in the head with a frying pan,"anger,anticipation,joy,negative,positive,surprise,trust",Neutral,0,Positive,0.9972275234758854
31816,5,2,00:12:03,i told you to stop,Neutral,Negative,-1,Neutral,0.2832467667758465
31817,5,2,00:12:04,i taste blood,Neutral,Neutral,0,Neutral,0.19474984146654606
31818,5,2,00:12:06,well theres a lot of it,Neutral,Neutral,0,Positive,0.3066211240366101
31819,5,2,00:12:10,hey there champ,Neutral,Neutral,0,Positive,0.13236775994300842
31820,5,2,00:12:15,peter i know this is all a big adjustment for you but all i want is for your mom to be happy,"anticipation,joy,positive,trust",Positive,5,Positive,0.10040279012173414
31821,5,2,00:12:17,well why cant she go back with my dad,Neutral,Neutral,0,Positive,0.15100834425538778
31822,5,2,00:12:24,well i cant answer that but im gonna do my best to make her even happier than those kids on three wishes with amy grant,"anticipation,joy,positive,trust",Positive,5,Positive,0.08638761355541646
31823,5,2,00:12:25,whats your wish billy,Neutral,Positive,1,Neutral,2.436431124806404
31824,5,2,00:12:27,can you cure my cancer,"anger,disgust,fear,negative,sadness",Negative,-1,Positive,0.13861536281183362
31825,5,2,00:12:32,no but how about if spiderman gives you a 50 gift card to sears,"anticipation,joy,positive,surprise",Positive,1,Neutral,0.11284921783953905
31826,5,2,00:12:35,hehere get well,Neutral,Neutral,0,Positive,0.19356367411091924
31827,5,2,00:12:37,you know i heard a ror about you today,"negative,sadness",Neutral,0,Negative,0.10688626207411289
31828,5,2,00:12:39,you did,Neutral,Neutral,0,Neutral,0.253971666097641
31829,5,2,00:12:39,yep,Neutral,Neutral,0,Neutral,0.2601270563900471
31830,5,2,00:12:41,i heard you like milk shakes,Neutral,Positive,2,Positive,0.14022892573848367
31831,5,2,00:12:42,oh boy do i,Neutral,Neutral,0,Neutral,1.0008560493588448
31832,5,2,00:12:44,lets go get ourselves a shake h,Neutral,Neutral,0,Negative,0.15090672532096505
31833,5,2,00:12:46,i want to get a milk shake too,Neutral,Positive,1,Negative,0.10635448852553964
31834,5,2,00:12:48,too bad go get your own father,"anger,disgust,fear,negative,sadness,trust",Negative,-3,Negative,4.547333717346191
31835,5,2,00:12:54,hey carl can i get a carton of smokes please,Neutral,Positive,1,Neutral,0.19660156685858965
31836,5,2,00:12:57,sure brian,Neutral,Neutral,0,Neutral,0.14803438680246472
31837,5,2,00:13:00,and  whats that little rubber mailman you got behind there,Neutral,Neutral,0,Neutral,0.6483111064881086
31838,5,2,00:13:01,oh you like that h,Neutral,Positive,2,Positive,0.6495949812233448
31839,5,2,00:13:02,yeah does that thing squeak,Neutral,Positive,1,Negative,0.25891968980431557
31840,5,2,00:13:03,yeah it does,Neutral,Positive,1,Neutral,0.25831686798483133
31841,5,2,00:13:07,all right ill take that and im gonna hurry home and show it to lois,"anger,anticipation,disgust,fear,negative,sadness,trust",Neutral,0,Positive,0.09782041888684034
31842,5,2,00:13:08,hey id recognize that voice anywhere,Neutral,Neutral,0,Neutral,0.2544916234910488
31843,5,2,00:13:10,youre dingo that dog that plays all those fart sounds on the radio,positive,Neutral,0,Neutral,98.14196825027466
31844,5,2,00:13:14,awesome,Neutral,Positive,1,Positive,0.18213859293609858
31845,5,2,00:13:17,oh yeah yeah sorry about that the shows gotten a little lowbrow,Neutral,Positive,1,Negative,0.08823494426906109
31846,5,2,00:13:19,what are you talking about,Neutral,Neutral,0,Neutral,0.18578105373308063
31847,5,2,00:13:21,its like the most hilarious show ever,"joy,positive,surprise,trust",Positive,4,Positive,0.10365996276959777
31848,5,2,00:13:22,hey could i get your autograph,Neutral,Neutral,0,Neutral,0.13630371540784836
31849,5,2,00:13:24,my really,Neutral,Neutral,0,Neutral,0.8702724240720272
31850,5,2,00:13:28,wow youre gosh youre making me feel more important than a dwarf among midgets,"positive,trust",Positive,6,Positive,0.20419855136424303
31851,5,2,00:13:31,hey can you reach the crispix,Neutral,Positive,1,Neutral,0.1375367632135749
31852,5,2,00:13:33,yes i can,Neutral,Positive,3,Neutral,0.116778037045151
31853,5,2,00:13:36,how awesome is this  going out to dinner with my new family,positive,Positive,4,Positive,0.07902303477749228
31854,5,2,00:13:40,hi can i help you,Neutral,Positive,8,Neutral,0.16388031654059887
31855,5,2,00:13:41,i want i want that one,Neutral,Positive,2,Neutral,0.20108520984649658
31856,5,2,00:13:42,all right hold on well get you that one,Neutral,Neutral,0,Positive,0.23832288570702076
31857,5,2,00:13:45,i want straws,Neutral,Positive,1,Neutral,0.5078899674117565
31858,5,2,00:13:46,well get you a straw,Neutral,Neutral,0,Neutral,0.3620288334786892
31859,5,2,00:13:47,you want a kids meal,Neutral,Positive,1,Neutral,0.12231849832460284
31860,5,2,00:13:48,no,Neutral,Negative,-1,Neutral,0.4033636301755905
31861,5,2,00:13:49,do you mean yes,Neutral,Positive,1,Neutral,0.20288669038563967
31862,5,2,00:13:50,yes,Neutral,Positive,41,Neutral,0.13758287532255054
31863,5,2,00:13:51,okay one kids meal,Neutral,Neutral,0,Neutral,0.18544411286711693
31864,5,2,00:13:52,and whatll you have honey,positive,Neutral,0,Neutral,0.12171778362244368
31865,5,2,00:13:53,ill have a fish sandwich and a sanka,"anger,disgust,fear,negative,sadness",Neutral,0,Neutral,0.14962515560910106
31866,5,2,00:13:56,oh hes adorable,"joy,positive",Positive,3,Positive,0.18698038766160607
31867,5,2,00:13:58,say hi to the nice lady peter,Neutral,Positive,3,Positive,0.13488990953192115
31868,5,2,00:14:01,oh hes shy,Neutral,Negative,-1,Neutral,0.29769339598715305
31869,5,2,00:14:10,i dont believe in fretting and grieving,Neutral,Neutral,0,Negative,0.12070006923750043
31870,5,2,00:14:13,why mess around with stride,"disgust,negative",Negative,-2,Negative,0.27174523565918207
31871,5,2,00:14:16,i never was cut out to step and strut out,negative,Negative,-1,Negative,0.10986379347741604
31872,5,2,00:14:20,give me the simple life,Neutral,Neutral,0,Neutral,0.08808479178696871
31873,5,2,00:14:23,some find it pleasant dining on pheasants,"anticipation,joy,positive,surprise,trust",Positive,3,Positive,0.10669530602172017
31874,5,2,00:14:27,those things roll off my knife,Neutral,Neutral,0,Negative,0.18033776432275772
31875,5,2,00:14:30,just serve me tomatoes and mashed potatoes,"negative,trust",Neutral,0,Negative,0.13749891659244895
31876,5,2,00:14:34,give me the simple life,Neutral,Neutral,0,Neutral,0.08808479178696871
31877,5,2,00:14:39,we now return to the sunday afternoon movie,Neutral,Neutral,0,Neutral,0.08366689435206354
31878,5,2,00:14:42,masturbator and commander,Neutral,Neutral,0,Neutral,0.4031405318528414
31879,5,2,00:14:45,captain the enemy ship has opened fire on us,"anger,anticipation,disgust,fear,negative,positive",Negative,-4,Negative,0.6629636976867914
31880,5,2,00:14:48,ill be right out,"anger,disgust,fear,negative,sadness",Neutral,0,Positive,0.1391961588524282
31881,5,2,00:14:49,sir weve already lost ten men,"negative,positive,sadness,trust",Negative,-3,Negative,0.09789468022063375
31882,5,2,00:14:51,hang on,Neutral,Neutral,0,Negative,0.21930828224867582
31883,5,2,00:14:52,sir dont you think we should return fire,"fear,positive,trust",Negative,-2,Neutral,0.12745714047923684
31884,5,2,00:14:55,yeah yeah go ahead and do that and illill meet you up there in like five minutes,positive,Positive,4,Positive,0.0817611813545227
31885,5,2,00:14:57,peter ive never seen you so happy,"anticipation,joy,positive,trust",Positive,3,Positive,0.09402537834830582
31886,5,2,00:15:01,well lois i never realized what it was like to have a real dad,"positive,trust",Positive,2,Positive,0.11131956707686186
31887,5,2,00:15:02,i mean my own dad was such a ballbuster,Neutral,Neutral,0,Neutral,0.13420473551377654
31888,5,2,00:15:05,ii guess i just always thought that was normal,"anticipation,surprise",Neutral,0,Neutral,0.10597354266792536
31889,5,2,00:15:07,but papa tom is so different,Neutral,Neutral,0,Neutral,0.1779873506166041
31890,5,2,00:15:09,for the first time in my life,anticipation,Neutral,0,Neutral,0.12920867884531617
31891,5,2,00:15:11,i feel like i have a real family you know,"positive,trust",Positive,2,Positive,0.09983687195926905
31892,5,2,00:15:14,i mean imim not just going through the motions like i do around here,Neutral,Positive,2,Positive,0.12854940723627806
31893,5,2,00:15:16,hey champ you want to watch chicken little,"anticipation,fear",Positive,1,Positive,0.8208128623664379
31894,5,2,00:15:19,yeah,Neutral,Positive,1,Neutral,0.30372836627066135
31895,5,2,00:15:21,and what does a chicken say moo,fear,Neutral,0,Neutral,0.696685304865241
31896,5,2,00:15:23,why not,Neutral,Neutral,0,Neutral,0.5959056783467531
31897,5,2,00:15:24,come on ma,Neutral,Neutral,0,Neutral,0.13295853277668357
31898,5,2,00:15:26,hey what gives with the suitcase,Neutral,Neutral,0,Neutral,0.14221395831555128
31899,5,2,00:15:28,tom theres no easy way to say this ill just come right out with it,"anger,disgust,fear,negative,sadness",Neutral,0,Positive,0.10283490410074592
31900,5,2,00:15:32,im leaving,Neutral,Neutral,0,Neutral,0.11902296682819724
31901,5,2,00:15:34,wha leaving why,Neutral,Neutral,0,Neutral,0.19101467914879322
31902,5,2,00:15:37,tommy this has been great but i wasnt looking for anything longterm,Neutral,Positive,3,Positive,0.08307559764944017
31903,5,2,00:15:40,i just needed someone to clear all the bats out of my plbing,Neutral,Positive,1,Positive,0.13989200815558434
31904,5,2,00:15:43,what do we do now bill,Neutral,Neutral,0,Neutral,0.08953135693445802
31905,5,2,00:15:45,we write tim,Neutral,Neutral,0,Neutral,0.1853202236816287
31906,5,2,00:15:46,we write our story,Neutral,Neutral,0,Neutral,0.10164028499275446
31907,5,2,00:15:49,good bye dear,"anticipation,joy,positive,surprise,trust",Positive,5,Positive,0.09423586307093501
31908,5,2,00:15:53,its all my fault,"negative,sadness",Neutral,0,Negative,1.1377611197531223
31909,5,2,00:15:58,nyah,Neutral,Neutral,0,Neutral,0.40004514157772064
31910,5,2,00:16:03,i know it hurts right now peter but well get through this,Neutral,Negative,-2,Negative,0.08254690910689533
31911,5,2,00:16:05,youre still my little buddy right,"anticipation,joy,positive,trust",Neutral,0,Positive,0.10921333450824022
31912,5,2,00:16:07,yeah,Neutral,Positive,1,Neutral,0.30372836627066135
31913,5,2,00:16:08,then well be okay good night buddy,"anticipation,joy,positive,surprise,trust",Positive,3,Positive,0.08948577451519668
31914,5,2,00:16:10,good night papa tom,"anticipation,joy,positive,surprise,trust",Positive,3,Positive,0.08662294130772352
31915,5,2,00:16:11,good night son,"anticipation,joy,positive,surprise,trust",Positive,3,Positive,0.09175232262350619
31916,5,2,00:16:12,good night lois,"anticipation,joy,positive,surprise,trust",Positive,12,Positive,0.0912852818146348
31917,5,2,00:16:12,good night,"anticipation,joy,positive,surprise,trust",Positive,30,Positive,0.1188520691357553
31918,5,2,00:16:14,peter this is a little strange,Neutral,Negative,-1,Negative,0.11799109634011984
31919,5,2,00:16:16,no stranger than when darth vader was a meter maid,"fear,negative",Negative,-1,Negative,0.577246630564332
31920,5,2,00:16:20,oh come on man cut me a break,surprise,Negative,-1,Negative,0.08208303479477763
31921,5,2,00:16:22,i was only in there for like five minutes,Neutral,Positive,2,Positive,0.10193352354690433
31922,5,2,00:16:24,i already started writing the ticket,Neutral,Neutral,0,Neutral,0.0891409523319453
31923,5,2,00:16:25,you know i make your annual salary in a week,"anticipation,joy,positive,trust",Neutral,0,Neutral,0.15191937563940883
31924,5,2,00:16:28,are you happy doing what youre doing,"anticipation,joy,positive,trust",Positive,3,Positive,0.08887452422641218
31925,5,2,00:16:29,cause youre pathetic,"disgust,negative,sadness",Negative,-2,Negative,97.47435450553894
31926,5,2,00:16:41,i got to do it karen,Neutral,Neutral,0,Neutral,0.11211999226361513
31927,5,2,00:16:42,i just ii got to take a shot,"anger,fear,negative,sadness,surprise",Neutral,0,Neutral,0.24429194163531065
31928,5,2,00:16:45,that guy that guy just got to me today,Neutral,Neutral,0,Neutral,0.10566032724454999
31929,5,2,00:16:47,you do whatever you think is right and ill support it,"anger,disgust,fear,negative,sadness",Positive,2,Positive,0.10823513148352504
31930,5,2,00:16:52,i dont really understand it,Neutral,Neutral,0,Neutral,0.23088238667696714
31931,5,2,00:16:54,what do you want this loan for,Neutral,Positive,1,Neutral,0.14215843984857202
31932,5,2,00:16:55,i want to build a giant space station that can destroy a planet,"fear,positive",Negative,-2,Negative,95.65150141716003
31933,5,2,00:16:58,i dont know that that would be a good investment on our end,"anticipation,joy,positive,surprise,trust",Positive,3,Positive,0.07930203573778272
31934,5,2,00:17:01,i mean i want to open a sports bar,Neutral,Positive,1,Neutral,0.08594728424213827
31935,5,2,00:17:03,good morning quahog,"anticipation,joy,positive,surprise,trust",Positive,3,Positive,0.0878745864611119
31936,5,2,00:17:06,youre here with dingo,Neutral,Neutral,0,Neutral,0.5091606173664331
31937,5,2,00:17:10,and the baby,"joy,positive",Neutral,0,Neutral,0.21025442983955145
31938,5,2,00:17:12,and if youre thinking about changing the station,Neutral,Neutral,0,Neutral,0.07847385131753981
31939,5,2,00:17:14,dont you do it,Neutral,Neutral,0,Neutral,0.4385308362543583
31940,5,2,00:17:16,today we got homeless hank from the dpster out back with us,"anger,anticipation,disgust,fear,negative,sadness",Neutral,0,Neutral,0.25634041521698236
31941,5,2,00:17:19,hey i got an idea ,Neutral,Neutral,0,Neutral,0.15408304752781987
31942,5,2,00:17:24,how about the first three women willing to come down and have sex with hank get free boob jobs courtesy of dr john viener,"anticipation,disgust,joy,negative,positive,trust",Positive,3,Positive,98.66004586219788
31943,5,2,00:17:26,are you reading my mind man,positive,Neutral,0,Neutral,0.23230519145727158
31944,5,2,00:17:27,lets go to the phones,Neutral,Neutral,0,Neutral,0.1349870697595179
31945,5,2,00:17:28,go ahead caller youre on with dingo and the baby,"joy,positive",Neutral,0,Neutral,0.23837790358811617
31946,5,2,00:17:32,is this dingo,Neutral,Neutral,0,Neutral,99.48713779449463
31947,5,2,00:17:34,yes honey whats your name,positive,Positive,1,Neutral,0.1908751088194549
31948,5,2,00:17:35,sindy with an s,Neutral,Neutral,0,Neutral,0.5431243684142828
31949,5,2,00:17:38,ooh hot,anger,Neutral,0,Positive,0.25427965447306633
31950,5,2,00:17:39,oh yeah thats hot that is hot,anger,Positive,1,Positive,0.2923673717305064
31951,5,2,00:17:43,tell me something sindy howd you like to come down here and get naked for us,Neutral,Positive,2,Positive,95.40987610816956
31952,5,2,00:17:45,sure,Neutral,Neutral,0,Neutral,0.4375356249511242
31953,5,2,00:17:48,i think we got a show,trust,Neutral,0,Neutral,0.10171661851927638
31954,5,2,00:17:49,oh yeah we got a show,trust,Positive,1,Neutral,0.10804855264723301
31955,5,2,00:17:50,we definitely got a show,trust,Neutral,0,Neutral,0.12592377606779337
31956,5,2,00:17:50,oh yeah theres a show,trust,Positive,1,Neutral,0.12361588887870312
31957,5,2,00:17:53,after all aids is a deadly incurable disease,"anger,disgust,fear,negative,sadness",Neutral,0,Negative,0.09443000890314579
31958,5,2,00:18:09,but no matter how you come to judge charles wheeler and his partners unethical moral and inhan terms the fact of the matter is when they fired andrew beckett because he had aids they broke the law,"anger,disgust,fear,negative,positive,sadness,trust",Negative,-4,Negative,0.26198429986834526
31959,5,2,00:18:12,my god what is wrong with you,"anticipation,fear,joy,negative,positive,trust",Negative,-1,Negative,2.231624908745289
31960,5,2,00:18:14,i swear to god that was supposed to be food fight,"anger,anticipation,fear,joy,negative,positive,trust",Negative,-2,Neutral,4.564486816525459
31961,5,2,00:18:19,i want some ice cream,"anticipation,joy,positive,surprise",Positive,1,Neutral,0.12923601316288114
31962,5,2,00:18:21,no peter you finish your food,"joy,positive,trust",Negative,-1,Neutral,0.15048718778416514
31963,5,2,00:18:24,you hey youyou get back here right now mister,Neutral,Neutral,0,Positive,0.4119410179555416
31964,5,2,00:18:29,dont dont you get down from that chair or youre in big trouble,Neutral,Negative,-1,Negative,0.28188652358949184
31965,5,2,00:18:30,you put that ice cream back right now,"anticipation,joy,positive,surprise",Neutral,0,Positive,0.10723400628194213
31966,5,2,00:18:33,i mean it,Neutral,Neutral,0,Neutral,0.2129227388650179
31967,5,2,00:18:34,i am not kidding around,Neutral,Neutral,0,Neutral,0.2782362746074796
31968,5,2,00:18:36,i am not going to say it again,Neutral,Neutral,0,Neutral,0.11947659077122808
31969,5,2,00:18:41, if you put that ice cream in your mouth youre gonna be in big trouble young man,"anticipation,joy,positive,surprise",Negative,-1,Negative,0.9215254336595535
31970,5,2,00:18:43, you  ,Neutral,Neutral,0,Neutral,94.27760243415833
31971,5,2,00:18:50,i hate you i hate you,"anger,disgust,fear,negative,sadness",Negative,-6,Negative,99.70136880874634
31972,5,2,00:18:52,i want my mommy,Neutral,Positive,1,Neutral,0.31435785349458456
31973,5,2,00:18:53,well im the best youve got,Neutral,Positive,3,Positive,1.0014932602643967
31974,5,2,00:18:54,all right so you know the drill,Neutral,Neutral,0,Positive,0.13049988774582744
31975,5,2,00:19:00,were going to turn on the hot dog cannon and for every hot dog that you catch in your mouth you get a 100 toward a boob job that you desperately need,"anger,fear,negative,positive,surprise",Negative,-3,Positive,0.8536594919860363
31976,5,2,00:19:03,i know,Neutral,Neutral,0,Neutral,0.35567497834563255
31977,5,2,00:19:04,okay here we go,Neutral,Neutral,0,Neutral,0.14494453789666295
31978,5,2,00:19:06,oh a miss,Neutral,Negative,-2,Negative,0.1258335541933775
31979,5,2,00:19:07,aw you got her in the eye with that one,Neutral,Neutral,0,Neutral,0.28607300482690334
31980,5,2,00:19:10,whoa that one was a teatseeking missile,fear,Neutral,0,Positive,11.379460990428925
31981,5,2,00:19:13,im looking for brian griffin,Neutral,Neutral,0,Neutral,0.11099200928583741
31982,5,2,00:19:16,gore vidal,"anger,disgust,fear,negative,sadness",Neutral,0,Neutral,0.3921333234757185
31983,5,2,00:19:17,i was supposed to do the lunch hour,Neutral,Neutral,0,Neutral,0.0782946590334177
31984,5,2,00:19:20, this is the lunch hour,Neutral,Neutral,0,Neutral,0.09920058073475957
31985,5,2,00:19:22,that one felt like my dad,Neutral,Positive,2,Positive,0.1962980255484581
31986,5,2,00:19:25,incest in the morning,"anger,disgust,fear,negative,sadness",Neutral,0,Neutral,0.11945207370445132
31987,5,2,00:19:26,suppressed memories,Neutral,Neutral,0,Neutral,0.10857965098693967
31988,5,2,00:19:28,ninetyseven point one,Neutral,Neutral,0,Neutral,0.12205957900732756
31989,5,2,00:19:29,i think i may have made a mistake,"negative,sadness",Negative,-2,Negative,0.09527544025331736
31990,5,2,00:19:32,no no no no this is it,Neutral,Negative,-4,Neutral,0.43150647543370724
31991,5,2,00:19:34,youreyoure in the right place,Neutral,Neutral,0,Positive,0.1532752881757915
31992,5,2,00:19:35, listen  whywhy dont you stick around and talk for a while,positive,Neutral,0,Neutral,0.1263402751646936
31993,5,2,00:19:38,my listeners would love to hear about your new book,"joy,positive",Positive,3,Positive,0.0839978049043566
31994,5,2,00:19:40,hundred dollars boob job,positive,Neutral,0,Neutral,0.46516694128513336
31995,5,2,00:19:42,im  going to go,Neutral,Neutral,0,Neutral,0.1834830967709422
31996,5,2,00:19:44,oh my god what have i done,"anticipation,fear,joy,positive,trust",Positive,2,Neutral,0.8411378599703312
31997,5,2,00:19:46,hey its all about ratings baby and we got em,"joy,positive",Neutral,0,Neutral,0.37537903990596533
31998,5,2,00:19:49,no it wasnt worth it,positive,Positive,1,Positive,0.20411363802850246
31999,5,2,00:19:51,im sorry stewie i cant do this anymore,Neutral,Negative,-1,Negative,0.16415773425251245
32000,5,2,00:19:55,im more of a sellout than you were when you did those butterfinger commercials,Neutral,Neutral,0,Neutral,1.8241707235574722
32001,5,2,00:19:57,nobody better lay a finger on my butterfinger,Neutral,Positive,2,Positive,0.12601598864421248
32002,5,2,00:20:00,doh,Neutral,Neutral,0,Neutral,0.520610436797142
32003,5,2,00:20:04,whats your problem,"fear,negative,sadness",Negative,-2,Negative,0.7232825737446547
32004,5,2,00:20:05,ah papa toms being a jerk,"anger,surprise",Negative,-3,Negative,99.69171285629272
32005,5,2,00:20:07,at least he talks to you,Neutral,Neutral,0,Neutral,0.17684426857158542
32006,5,2,00:20:09,hes my dad and he hasnt paid attention to me in weeks,positive,Neutral,0,Neutral,0.0871117867063731
32007,5,2,00:20:12,well allinall you should be thankful,"joy,positive",Positive,2,Positive,0.08639362640678883
32008,5,2,00:20:15,i think the kennedys had a kid like you and they had it put to sleep,Neutral,Positive,2,Positive,0.6248719058930874
32009,5,2,00:20:17,hey peter im sorry about that business with the ice cream,"anticipation,joy,positive,surprise",Negative,-1,Negative,0.09695756016299129
32010,5,2,00:20:19,i guess im just still a little torn up about your mom,"negative,surprise",Negative,-2,Neutral,0.10749184293672442
32011,5,2,00:20:23,but hey ill make it up to you lets play catch,"anger,disgust,fear,negative,sadness,surprise",Neutral,0,Neutral,0.10695287492126226
32012,5,2,00:20:25,okay,Neutral,Neutral,0,Neutral,0.2298915758728981
32013,5,2,00:20:29,wait a minute you know what,"anticipation,negative",Neutral,0,Neutral,0.6576079409569502
32014,5,2,00:20:31,i think you should play catch with jake,surprise,Neutral,0,Neutral,0.08188994834199548
32015,5,2,00:20:33,really,Neutral,Neutral,0,Neutral,0.5486406851559877
32016,5,2,00:20:33,yeah i had a taste of what it was like to have a real father,"positive,trust",Positive,3,Positive,0.10003013303503394
32017,5,2,00:20:37,i cant make him share his,"anticipation,joy,positive,trust",Positive,1,Neutral,0.26388338301330805
32018,5,2,00:20:39,well all right peter come on jake,Neutral,Neutral,0,Positive,0.08854031912051141
32019,5,2,00:20:43,h i guess ive learned a little something about what it means to be a good dad,"anticipation,joy,positive,surprise,trust",Positive,3,Positive,0.09635731112211943
32020,5,2,00:20:45,hey dad do you want to play baseball,Neutral,Positive,1,Neutral,0.08989683701656759
32021,5,2,00:20:47,oh my god could you leave me alone,"anticipation,fear,joy,negative,positive,sadness,surprise,trust",Negative,-2,Neutral,0.22909981198608875
32022,5,2,00:20:50,you are the neediest kid,Neutral,Neutral,0,Neutral,1.4186843298375607
32023,5,2,00:20:52,i cant believe you gave up our show,trust,Neutral,0,Neutral,0.1274434383958578
32024,5,2,00:20:54,yeah sorry,Neutral,Neutral,0,Negative,0.24315593764185905
32025,5,2,00:20:56,i wonder who they got to replace us,Neutral,Neutral,0,Positive,0.23556298110634089
32026,5,2,00:20:58,its magic hour with dark chocolate,"anticipation,joy,positive,sadness,trust",Neutral,0,Positive,0.1352868159301579
32027,5,2,00:21:01,and the rod,"fear,positive,trust",Neutral,0,Neutral,0.12160046026110649
32028,5,2,00:21:02,in rod we trust,"fear,positive,trust",Positive,1,Positive,0.13625342398881912
32029,5,2,00:21:04,ninetyseven point one,Neutral,Neutral,0,Neutral,0.12205957900732756
32030,5,3,00:00:06,family guy episode 603 hell comes to quahog wwwforomcom,"anger,disgust,fear,negative,sadness",Negative,-4,Negative,5.7912226766347885
32031,5,3,00:00:36,oh yes,Neutral,Positive,6,Neutral,0.14056540094316006
32032,5,3,00:00:37,i slam it and you can suck it,"anger,fear,negative,surprise",Negative,-5,Negative,99.69086050987244
32033,5,3,00:00:39,joe that was our last ball,Neutral,Neutral,0,Neutral,0.08846931159496307
32034,5,3,00:00:41,eh dont worry,"anticipation,fear,negative,sadness",Negative,-3,Negative,0.19561396911740303
32035,5,3,00:00:42,mr moose will help us out,Neutral,Positive,2,Neutral,0.12561525218188763
32036,5,3,00:00:43,wont you mr moose,anticipation,Neutral,0,Neutral,0.6419267505407333
32037,5,3,00:00:45,fine,Neutral,Positive,1,Positive,0.21322069223970175
32038,5,3,00:00:46,knockknock,Neutral,Neutral,0,Negative,0.1647703000344336
32039,5,3,00:00:47,ping pong balls,Neutral,Neutral,0,Neutral,0.23304391652345657
32040,5,3,00:00:51,hey hey guys look at me,Neutral,Neutral,0,Neutral,0.15422138385474682
