,Season,Episode,Character,Line,prob,class
18313,15,7,Stan,Oh shit.,99.71190690994264,1
18314,15,7,Stan,"Jesus, how long before they start this Goddamned thing?! ",99.611496925354,1
18318,15,7,Kyle,"Dude, you said you wouldn't say everything looked like shit!",99.61729645729064,1
18320,15,7,Announcer,"This November, Adam Sandler shits in your eyes, ears, and mouth.  It's Adam Sandler in Pbbbbbt, rated Arg for pirates. Fuck you!",99.72772002220154,1
18324,15,7,Announcer,Jim Carrey has a bunch of turds in his apartment. ,97.92047142982484,1
18329,15,7,Announcer,"It's Jim Carrey in Whatever, You'll Pay To Go See It. Fuck you! July 12.",99.69021081924438,1
18330,15,7,Announcer,"The President of the United States... is a duck??  A duck is President and the whole country is goin' to the dogs.  Or whatever, the President is a dog.  Who cares? Coming June something. ",97.60924577713013,1
18334,15,7,Cartman,"No, Kyle's right. You suck, dude.",99.69671368598938,1
18335,15,7,Stan,Me?! Did you see that shit?!,99.73756074905396,1
18354,15,7,Sharon,Support what?! Another stupid dream of yours?!,99.7087061405182,1
18361,15,7,Sharon,"I want to enjoy it too, but... I can't fake it anymore. You just seem kind of shitty to me.",98.53298664093018,1
18362,15,7,Randy,You kind of seem shitty to me too.,99.70256686210632,1
18370,15,8,Cartman,"Oh yeah! I saw it on the news, Kyle! The school is gonna make us all get shots again!  But this time it's so that we don't get warts in our vaginas!",98.3787477016449,1
18373,15,8,Kyle,"That's only a vaccination for girls, stupid!",99.65302348136902,1
18374,15,8,Cartman,Then why are they sayin' that gettin' vaccinated at school is gonna make us all retarded?,96.79387211799622,1
18378,15,8,Cartman,"Wait, there's a disease called Assburgers?",97.86118865013124,1
18380,15,8,Cartman,You are so lying! There's no disease called fuckin' Assburgers!,99.7364342212677,1
18382,15,8,Cartman,"Okay, you're on, Jew! ",97.19485640525818,1
18384,15,8,Butters,Do the girls get their shots right in the vagina?,99.61534142494202,1
18390,15,8,Butters,You mean little hamburgers grow in your butthole?,98.9092469215393,1
18392,15,8,Butters,Well I don't want burgers comin' out of my butt!,99.03278946876526,1
18393,15,8,Stan,"God, shut up! Everyone just shut the fuck up! ",99.73465204238892,1
18399,15,8,Announcer,"This is breaking news, from CNN! Or Fox or, whatever.  Fuck you.",99.70979690551758,1
18401,15,8,Randy,"It's pretty shitty when you work so hard to be a great parent, and then the ""government"" comes along and with one shot turns your child into a ""mentally incapacitated"" freak! I mean look at him. He's disinterested, depressed, self-loathing. It's most likely the reason his mother and I got divorced!",97.10426330566406,1
18417,15,8,Cartman,Are you serious? How can there be-  Oh my God! You're saying I have assburgers??,98.7827479839325,1
18426,15,8,Boy 1,Those two should just screw and get it over with!,97.54029512405396,1
18431,15,8,Cartman,Godamned stupid school nurse! Heartless bitch!,99.7385323047638,1
18452,15,8,Morpheus,"You've broken through their reality and they don't like it! Others deserve to know the truth! You see everything as shit, don't you?!  Where other people see fun movies and hear cool music, all you see and hear is shit! Am I right?",99.21039342880248,1
18460,15,8,Cartman,"How are we doing on those patties, Jew?",98.672616481781,1
18461,15,8,Kyle,"About three minutes, fatass!",99.6849000453949,1
18470,15,8,Morpheus,"We are the Secret Society of Cynics.  Everything looks like shit to you, right? What if I were to tell you... that you're seeing the world the way it actually is?",97.99960255622864,1
18472,15,8,Morpheus,The world around us has all completely turned to shit. But aliens are putting out a brainwave that keeps most people seeing a false reality,97.8872776031494,1
18475,15,8,Neo 2,"Yeah. Everything used to be awesome and cool, but now everything's gone to shit and nobody knows except us!",97.12023735046388,1
18478,15,8,Morpheus,"Or genetically altered hans, whatever, fuck you! All that matters is that you are the key to bringing this whole thing down. They know who we are, but they won't be expecting you! Are you ready to go back into the illusionary world you once lived in?",99.3692398071289,1
18489,15,8,Stan,"Dude, I'm sorry. I've been a shitty friend. I miss my buddy. You were right: Adam Sandler is fuckin' hysterical!",97.9573130607605,1
18491,15,8,Stan,"Yeah dude, I totally get it now. I can see how lame I was saying everything was, was shit.",99.25265312194824,1
18493,15,8,Stan,"But Kyle, it's all shit! For real! It's all shit 'cause the aliens with AI and you and me are gonna fuck it all up! Come on! ",99.726665019989,1
18497,15,8,Stan,"...Dude, Cartman Burger? Seriously? How shitty- is that fuckin' concept? ",99.72571730613708,1
18505,15,8,Stan,"Fuck you Kyle, you're a piece of shit!  ...Kyle, I love you.  You're a piece of shit though. Fuck you!  ...I love you. ",99.73263740539552,1
18511,15,8,Stan,I feel like total shit.,99.72475171089172,1
18515,15,8,Morpheus,"Or aliens, or AI- things. Whatever, fuck you.",99.6353030204773,1
18535,15,8,Stan,What? You guys are aliens?,97.13340401649477,1
18544,15,8,Stan,"Dude, I didn't walk away! I turned 10 and everything he wanted to do seemed shitty to me, so I-!",98.78494143486024,1
18555,15,8,McDonald's Exec,You'd BETTER get him to tell you or you're getting shot in the back of the head!  You got that?!,97.41318821907043,1
18558,15,8,Stan,"No, because there's aliens with a sniper-chicken on me.",95.1270878314972,1
18562,15,8,Kyle,"You said ""fuck you"" to my face, Stan.",99.72570538520812,1
18567,15,8,Morpheus,You vampire sons of bitches! ,99.73841309547424,1
18570,15,8,Stan,Just stop it! You people are so full of shit!,99.73639845848083,1
18584,15,8,Kyle,"You were sticking these in your ass, Cartman?!",99.70843195915222,1
18605,15,9,Cartman,"He's trying a simple diversion tactic, thinks we're stupid.  Haha! You're gonna have to do better than that, Mexican!",96.9413697719574,1
18606,15,9,Kyle,Better than being a fatass Texan!,99.5539128780365,1
18609,15,9,Cartman,"Oh yeah?! Oh yeah?! Well you're a fuckin' Jew Kyle! And now you're a Mexican Jew! You dirty, no good... Mexijew!  Let's just see you try and-!",99.71503615379332,1
18611,15,9,Cartman,Clyde?!  The fuck are you doin'?! You just let a Mexican through!,99.65347051620483,1
18613,15,9,Cartman,"Ugh yeah?! Well you all need to stay focused, Goddamnit!  If you let yourselves get distracted for even one minute, we're gonna be overrun with these jobless, no good-!",96.966153383255,1
18615,15,9,Cartman,"Dude!!  How did he get past the fence, Craig?!",97.98652529716492,1
18617,15,9,Cartman,"Nobody's fuckin' screaming, Craig! Wake the fuck up! ",99.73674416542052,1
18623,15,9,Craig,'Cause they're ugly and they stink. ,97.94511198997498,1
18626,15,9,Kyle,So then don't have a slber party if you're gonna be an asshole all night!,99.70467686653136,1
18627,15,9,Cartman,"At least I have an asshole, Kyle! ",99.73723888397215,1
18639,15,9,Woman,What are we supposed to do?! Call the police?! And have him shipped back to Mexico like some animal?!  Window. Window.,95.58508396148682,1
18694,15,9,Worker 1,¿Un niño gringo que quiere ses mexicano? ,95.2400267124176,1
18716,15,9,Charlie,"Uhh, sir? Aren't those Mexicans runnin' into Mexico?",96.5466558933258,1
18719,15,9,Anchorman,"You've heard of Mexican salsa, but Mexican pride? The phenomenon is called ""Orgullo de Mantequilla,"" where Mexicans are realizing it actually is starting to suck more here in the US. The borders are being flooded with Latin Americans trying to get back to their own countries. ",95.22602558135986,1
18723,15,9,Kyle,"Cartman, what the hell is this?! ",98.20961952209473,1
18751,15,9,Border Officer 2,"When we asked Obama to stop illegal immigrants, we didn't mean to make the US so shitty they wouldn't wanna come anymore.",99.44270849227904,1
18753,15,9,Border Officer 2,"Oh my God it is!  Hey! Hey! Come on in!  Come on! Come on! Come on, it's okay!  What the fuck are you doing?! Get that gate open! ",99.22786951065063,1
18760,15,9,Border Officer 2,What the fuck are you doin'?!,99.72577691078186,1
18761,15,9,Cartman,That asshole is not getting across my border! ,99.72770810127258,1
18771,15,9,Cartman,"Where the fuck did he go?!  Haha! Game over, Butters! You lose!  The fuck is this?!  No. NO! ",99.72796440124512,1
18778,15,9,Kyle,"Stop being a pouty little bitch 'cause you lost, Cartman!",99.73788261413574,1
18779,15,9,Cartman,"I'm not pouting! I'm just... sensitive to fireman jokes 'cause of 9/11 and , ... fuck you Kyle!",99.66313242912292,1
18784,15,9,Cartman,A Baptist priest with a huge boner walks into a bar...,98.33819270133972,1
18797,15,10,Clyde,"Hey, did you guys see Eavesdropper? Pete Melman shit his pants! ",99.61404204368591,1
18815,15,10,Cartman,"Yeah, he killed himself.",97.5832998752594,1
18822,15,10,Cartman,You're asking me to simply ignore a kid who - excuse my language but I have to be harsh here - a kid who shits in his pants in front of everyone - to just ignore that so he can have a normal life?!,99.2151975631714,1
18832,15,10,Kyle,"Dude, that's fucked up.",99.73536729812622,1
18838,15,10,Jenny,What do you want?!,96.45913243293762,1
18840,15,10,Jenny,"Yeah, it's gross! ",97.5166916847229,1
18849,15,10,Mr. Garrison,They're not fish like some of you retards chose.,98.96668195724487,1
18863,15,10,Butters,Sick!,98.0947732925415,1
18869,15,10,Cartman,"You said Pete Melman couldn't kill himself! By making Jenny Simon crap her pants worse than Pete, I've made her the nber one story on Eavesdropper! ",97.07918763160706,1
18871,15,10,Cartman,"Mobody can be made fun of for crapping their pants, and nobody can die!",97.17804193496704,1
18886,15,10,Craig,Exclusive: Stan Marsh thinks Elise Thompson has a hot butt crack.,97.60277271270752,1
18888,15,10,Craig,"""In an email sent yesterday to KENNY McCormick, Stan Marsh wrote 'Dude, you should have been in PE today. Elise Thompson's butt crack was totally showing.' He went on to call her butt crack quote 'nice' and that the whole experience was quote 'pretty awesome'.""",95.37562727928162,1
18889,15,10,Stan,"Kenny! Kenny, what the fuck?!",99.7157335281372,1
18896,15,10,Wendy,"You like looking at girls' butt cracks, Stan?!",99.55152869224548,1
18897,15,10,Kenny,(Oh fuck I'm gettin' out of here!) ,99.66534972190856,1
18901,15,10,Wendy,"So you didn't e-mail anybody else about Elise Thompson's butt crack, right?! ",98.16775918006896,1
18906,15,10,Stan,"Shut up Butters! What we have to find out is who in the school is running Eavesdropper! I've done an extensive profile, and I've narrowed it down to somebody in this very room!  Now whoever you are, you're a gossiping little bitch!  And we're not gonna-!",99.30152893066406,1
18918,15,10,Craig,It's a rat! ,98.44400882720949,1
18922,15,10,Stan,What the hell? A stupid rat is in charge of Eavesdropper?,99.72304701805116,1
18927,15,10,Singer,"Lemmiwinks, King of Gerbils, stop your brother of doom!",97.2069501876831,1
18933,15,10,Stan,Stop that rat! ,99.72698092460632,1
18936,15,10,Butters,NO Wikileaks! Bad!,99.25593137741087,1
18948,15,10,Mr. Mackey,"I/m sorry about this, Ms. Gomez.  Alright, get her the fuck out of here. ",99.44626688957214,1
18951,15,10,Mr. Mackey,"Alright now, get back to class! Adler, get rid of those laxative bottles! Trash all the Arby's horsey sauce packages too! There cannot be one piece of evidence of what we did here!  What the?  Oh shit!  Stop that rat!",98.3739137649536,1
18955,15,10,Sparrow Prince,"Indeed. Could you do it, Frog Prince? Could you kill your own brother?",98.06227684020996,1
18969,15,10,Catatafish,"He does it purely for reasons of evil. And his treachery is not limited to hans. Wikileaks posted exaggerated things about me, too. He posted on his Web site that I had sex with an underage fish, and that I made her perform bass to mouth. If you accept this quest you will help the Gerbil King defeat Wikileaks once and for all! But the choice is yours. I'm not here to make you do anything. Like that underage salmon. I didn't make her do anything. If she wants to do bass to mouth, how is it my fault?",97.1382200717926,1
18970,15,10,Singers,Catatafish made a salmon suck asshole.,99.73247051239014,1
18972,15,10,Kyle,Just tell us where Lemmiwinks is being held prisoner so we can kill this stupid rat!,99.68382120132446,1
18973,15,10,Catatafish,"Careful child! I assure you, Wikileaks is anything but stupid, except when he said I made that teenage fish perform ass to trout. That was stupid and untrue. Did I say ass to trout? I meant to say bass to mouth, though I guess it's basically the same thing, not that I did it.",98.53931069374084,1
18978,15,10,Mr. Mackey,"Oh right! ""The School Faculty Tries To Poison All Their Students."" That's not gonna be on Wikileaks!",96.62389159202576,1
19004,15,10,Singers,Go Lemmiwinks! Stop Wikileaks!,98.59325289726256,1
19014,15,10,Singers,Go Lemmiwinks! Stop Wikileaks!,98.59325289726256,1
19015,15,10,Kyle,What the hell happened?!,97.46008515357973,1
19020,15,10,Singers,Go Lemmiwinks! Stop Wikileaks!,98.59325289726256,1
19023,15,10,Stan,"Stop right there, you little rat!",98.19980263710022,1
19025,15,10,Frog King,"Wikileaks, you have chosen a path of evil and now you shall pay. Sparrow Prince, Catatafish! ",95.91633081436156,1
19026,15,10,Frog King,"Oh dude, he is fucking him up!",99.73719120025636,1
19029,15,10,Mr. Mackey,"Okay, let's just delete all this tabloid garbage, mkay.",97.0137357711792,1
19049,15,11,Randy,You didn't see the game? What the hell were you doing?,97.10240960121156,1
19052,15,11,Worker 1,"Good for you, Nelson. Did you get a blowjob afterwards?",97.84708619117735,1
19073,15,11,Randy,"To be honest, I'm just here for the blowjob. From what I heard I figured the show must be really sexy and hot, but... I just don't see it happening.",96.71160578727722,1
19074,15,11,Man 1,"Oh, it'll happen, don't worry. Right now your wife is being shot so full of subliminal messages, all she'll be thinking about afterwards is ""blowjob.""",97.56552577018738,1
19080,15,11,Male,"....... Look at them ... becoming friends ... here in Oz, you love blowjobs.",98.0461061000824,1
19082,15,11,Male,....... Suddenly ... Don't you love free love blowjobs?,98.60073328018188,1
19086,15,11,Shelly,"Do something, you stupid vegan!",99.69342947006226,1
19094,15,11,Randy,"Uh, shit, I don't know, some green chick and a goat or something.",99.38503503799438,1
19107,15,11,Shelly,Not the vegans!,97.34643697738647,1
19119,15,11,Male Sailor 1,Blowjob!,99.62252378463744,1
19121,15,11,Male Sailor 2,Blowjob!,99.62252378463744,1
19124,15,11,Males,Day blowjob day!,98.00293445587158,1
19127,15,11,The Phantom,"''Sing, my angel of blowjob music!",97.16272354125977,1
19131,15,11,Males,"...........job, blowjob.",98.618084192276,1
19144,15,11,Lady 1,O what a glorious Sunday. I know what I'd like to do with my time.''Would you like a blowjob?,97.09884524345398,1
19145,15,11,Man 3,Yes I would like a blowjob ,98.51159453392027,1
19146,15,11,Both,Nothing beats a blowjob on football Sunday.,97.02126383781432,1
19147,15,11,Lady 1,"Excuse me, I'm the queen of blowjobs.",98.7422227859497,1
19148,15,11,Man 4,Really? I would love a blowjob.,98.27343821525574,1
19149,15,11,All,A woman should give blowjobs on football Sunday,98.89968633651732,1
19150,15,11,Lady 1,I want to be covered in semen on a bed in the Hotel JeromeA woman is prettiest covered in semen.,97.9801058769226,1
19151,15,11,All,Give you husband a blowjob when you get home.,98.75229001045228,1
19153,15,11,Lady 2,"Oh I don't know, kind sir. Blowjobs seem a little degrading to me.",97.7016270160675,1
19154,15,11,Man 4,"Come now, a blowjob isn't with your mouth, it's with your heart.",97.72379994392396,1
19156,15,11,All,"Blowjobs, give up your blowjobs.",99.45458173751832,1
19157,15,11,Men,"You're guilty at blowjobs, you love giving blowjobs",98.08855652809144,1
19158,15,11,Women,"... Blowjobs, ...blowjobs, ...blowjobs, ...blowjobs",98.86130094528198,1
19178,15,11,Schwartz,We got wind of your musical. Just what the hell do you think you're doing?,97.5337564945221,1
19179,15,11,Randy,"Same as you guys. Trying to get men lengthier, better-quality blowjobs.",98.20258021354675,1
19183,15,11,Sondheim,"""A blowjob isn't with your mouth, it's with your heart. Now get on your knees and put that heart to work.""",97.78744578361513,1
19186,15,11,Webber,Tricking bitches into hour-long blowjobs is an art form. You have to leave it to the professionals!,99.69396591186523,1
19188,15,11,Sondheim,"You're gonna ruin everything, you idiot!",99.73170161247252,1
19193,15,11,Actors,"Blow--- job--- Queen!Don't stop giving that blowjob. Even when you're tired, don't stop! Don't stop!Shaaaaroooon!",98.00180792808531,1
19196,15,11,Worker 2,"Stephen Sondheim is really pissed off, Randy. He says he wants to challenge you to a bro down.",96.7007577419281,1
19211,15,11,Randy,Whassup brah?!,98.7934708595276,1
19212,15,11,Sondheim,What brah?!,99.51253533363342,1
19216,15,11,Webber,"Let's go, Sondheim! Wipe the street with his punk ass!",99.72342848777772,1
19219,15,11,Randy,What brah?!,99.51253533363342,1
19221,15,11,Randy,What brah?! What brah?!,99.53504800796507,1
19234,15,11,Schwartz,That's what bros fuckin' do!,99.71449971199036,1
19238,15,11,Webber,"How about instead of ""Splooge-Drenched Blowjob Queen"" we call it... ""The Woman In White""",97.98494577407835,1
19269,15,11,Randy,"Aww! Alright, look. There's something I should have told you a long time ago, Sharon. Broadway musicals... aren't what you think they are! They're subliminal propaganda to get women to give more blowjobs! On the outside it's all singing and dancing, but buried in it are commands to perform oral sex. It's called subtext.",97.83865213394164,1
19270,15,11,Sharon,That's ridiculous! Musicals don't make me wanna give blowjobs!,98.780357837677,1
19275,15,11,Randy,Broadway shows' sole purpose is to make women famished for blowjobs! I'm so sorry Sharon.,98.55951070785522,1
19285,15,11,Randy,"Right now, Shelly!  Shelly, you are not watching this trash! Now, come on!",99.400132894516,1
19287,15,11,Randy,Oh you fucking pervert!,99.73817467689514,1
19309,15,11,Announcer,"""The Book of Mormon."" You'll get a blowjob.",98.30086827278136,1
19310,15,12,Board Rep,"Last week the students of this school participated in the Presidential Fitness Test. I'm sad to announce that South Park Elementary scored the lowest in health and fitness in the entire country.  On the whole, you students actually scored fine. But the President's Fitness Test is scored on a school-wide average, and one fourth grader at this school scored so low, with a terrifying body fat score, , and high blood pressure and the cholesterol levels of a seventy-year-old man, that it actually brought you entire school's average down to the lowest in the country.  However, the Presidential Fitness Program never wants to single out one child, because then that child might feel bad. And so as far as we're concerned, you're all a bunch of fat fuckin' pigs.",97.51185178756714,1
19312,15,12,Board Rep,"Sorry. As far as the board is concerned, you're all a bunch of fat fuckin' pigs. And so it is the recommendation of this board that every week, each class will alternate turns, giving up their recesses and instead reporting to PE.",99.2594063282013,1
19315,15,12,Stan,God this sucks!,99.71876740455627,1
19321,15,12,Cartman,"Heheheheheh! Look you guys, a Jew on a rope. You know what they call a Jew on a rope?",97.10900783538818,1
19325,15,12,Craig,Yeah. We're paying for your being fat.,96.64956331253052,1
19327,15,12,Wendy,"We ARE here because of you, Eric, so just keep your mouth shut!",96.5307593345642,1
19330,15,12,Cartman,Jesus Christ!! The 99% is totally ganging up on me!,98.91672134399414,1
19338,15,12,Peter Panda,You didn't make that stupid Presidential Fitness Test. Obama did.,99.60564374923706,1
19344,15,12,Cartman,"What? What?! WHAT?! What are you guys talking about? What are you guys doin'—What are you talking about? I knew it! You guys are having a big 99% rally, aren't you?! Occupying the cafeteria?! You wanna know why you guys are all here protesting?! Because you're pissed off, but you actually think it's wrong to be pissed off at a black president, so you're all just pissed off at ME! Well go ahead! Have your little rally to figure out how to stick it to the 1%! See what it gets you! ",97.2090780735016,1
19347,15,12,Fifth Grader,Yeah. The fifth graders agree. We're all being punished for one lazy bitch. Let's make him suffer.,99.7328519821167,1
19356,15,12,Board Rep,A-and then that fourth grader might end up feeling like a total retard.,97.89118766784668,1
19361,15,12,Cartman,Somebody's been in my room!  Fucking 99%ers! What did they take?!,99.73541498184204,1
19370,15,12,Kyle,"Shut the hell up, Cartman!",98.7698256969452,1
19372,15,12,Kyle,How do you murder a stuffed animal?!,97.10214734077454,1
19382,15,12,Kid 2,Screw this.,98.7298548221588,1
19383,15,12,Kid 4,"Hurry up, screw this.",99.28802847862244,1
19384,15,12,Cartman,"Oh fine, go on and leave! I'm gonna find out who did this to Clyde, and I'm gonna have your fuckin' balls! Fly to Christ.",98.85687828063963,1
19397,15,12,Rumpertumskin,"We all know who fuckin' killed Clyde Frog, and she's the same dirty slut who's been fucking with us our whole lives!",99.73627924919128,1
19400,15,12,Peter Panda,"Sit down, you fucking bitch.",99.73562955856325,1
19403,15,12,Polly Prissypants,"Shut your fat piehole, bitch!",99.73751306533812,1
19404,15,12,Rumpertumskin,"Yeah! You know what you did, skank! You let Clyde Frog get murdered!",99.6180534362793,1
19411,15,12,Liane,"Eric, I promise you, I didn't do anything to your favorite toy. Whoever did this to you, I hate them as much as you do, and I'd do anything to get to the bottom of it.",97.39785194396973,1
19421,15,12,Sgt. Yates,Damnit! Don't these protesters know what this is all heading towards?  Full-on class warfare.,99.60099458694458,1
19437,15,12,Fifth Grader,That doesn't prove anything. That fat little fuck is finally getting what's coming to him.,99.71011281013487,1
19444,15,12,Cartman,"This window locks from the inside, right? And this door has a lock on it too? Don't worry Polly Prissypants, you're gonna be safe here. In this day and age, black people are just impervious to being fucked with, so we will be alright.",99.64079260826112,1
19446,15,12,Cartman,"Token, please. You're the only person I can trust. Because in today's time, black people are somehow incapable of doing something wrong.",98.20720553398132,1
19450,15,12,Cartman,"What do you wanna watch, Polly Prissypants?",96.3586688041687,1
19456,15,12,Cartman,What?! Who?!,97.75531888008118,1
19459,15,12,Cartman,"Who's there?!  Lock that door behind you, Token.  Black people live here! ",98.81343841552734,1
19462,15,12,Kyle,"It's not me! I'm here to help you, fatass!",99.42892789840698,1
19465,15,12,Cartman,"Stephen Tamil? The fifth grader?  Oh shit!  I told you to lock that door, Token!  No.  Nononono!  Where are they Kenny??!!",97.93598651885986,1
19468,15,12,Stan,"Hey! Cartman, what the hell are you doing?!",97.99636006355286,1
19469,15,12,Cartman,I don't trust any of you assholes!  Where are you sons of bitches?! ,99.73655343055724,1
19485,15,12,Cartman,Polly Prissypants! Rpertskin!  Jesus Christ! ,98.8495707511902,1
19487,15,12,Cartman,Who did this to you?!,98.3253300189972,1
19491,15,12,Cartman,AAAAHAA! AAHAAAA! Rpertskin!! RUMPER  Rpertskin... WHY? Why did you do this??,98.36242198944092,1
19502,15,12,Cartman,"There's one problem.  You say I have to grow up, to get rid of all my dolls. You forget one crucial thing, Polly Prissypants. That nobody would possibly blame Token for all this because in today's day and age you can't blame a black person for anything.",95.7038938999176,1
19503,15,12,Polly Prissypants,Oh no! You're totally right! But I thought my plan was perfect! I failed! I failed you! You have to kill me Eric! So that you don't get blamed!,97.20953106880188,1
19508,15,12,Stan,"Dude, what the hell?",99.64660406112672,1
19515,15,13,Butters,"Oh neato, h fellas?",98.9070177078247,1
19520,15,13,Cartman,This is bullcrap! A guest speaker comes to our class and assigns us a report on Thanksgiving?,97.0764935016632,1
19522,15,13,Cartman,"Yeah, and now my video game time is getting screwed over by them.",97.4772572517395,1
19523,15,13,Kyle,"Hey, fatass! Instead of laying in bed eating, why don't you come and help?!",99.12359714508057,1
19531,15,13,Cartman,"Dude, see? I told you. Who needs to read a bunch of stupid books when we've got History Channel?",99.33672547340392,1
19543,15,13,Kyle,We're not basing research for our report on this crap!,99.64660406112672,1
19545,15,13,Kyle,Dude!,99.67378973960876,1
19547,15,13,Kyle,"Alright, fine! Let's just get this stupid report over with!",99.58897233009338,1
19554,15,13,Kyle,"Dude, shut your fuckin' mouth!",99.73773956298828,1
19581,15,13,Sawitsky,The first Thanksgiving was a space treaty?! Native Americans are aliens?!,97.69349098205566,1
19583,15,13,Sawitsky,Haven't my people been through enough?!  Goddamn you!,98.51844310760498,1
19585,15,13,Sawitsky,The white man is gonna PAY for his lies! ,99.506676197052,1
19622,15,13,Cartman,NO!,97.39362001419067,1
19639,15,13,Miles,"How now, Indian?! Why hast thy race sent me here to Earth?!",97.78158664703368,1
19641,15,13,Stan,Dude!,99.67378973960876,1
19642,15,13,Miles,"You Indians took me to thy planet, and then cast me here! Why?! ",97.83912301063538,1
19646,15,13,Miles,"Hast thy race attacked our stuffing mines and sent me here to die?! Tell me, Indian!",98.2539415359497,1
19699,15,13,Kyle,You are the fucking History Channel!,99.710613489151,1
19740,15,14,Stuart,"You think you're man enough to fight me, you little shit?!",99.72461462020874,1
19741,15,14,Kevin,"Yes, 'cause you're a drunk piece of shit, Dad!",99.73617196083067,1
19742,15,14,Mrs. McCormick,You're both drunk pieces of shit! Both of you sit the fuck down!,99.73798394203186,1
19743,15,14,Kevin,Shoot him!,98.41752648353577,1
19745,15,14,Man 1,"Fuck you, bitch! ",99.73735809326172,1
19746,15,14,Woman 1,"Fuck you, you son of a bitch! ",99.73917007446288,1
19747,15,14,Announcer,They're nasty.,97.91892766952516,1
19748,15,14,Woman 2,"You done spilled that on my titties, skank! ",99.71811771392822,1
19750,15,14,Announcer,"They're white trash. And when you give them a little Pabst Blue Ribbon , they can't help getting arrested.  Tonight, on an all-new... White Trash... In Trouble!",97.7832853794098,1
19752,15,14,Kenny,(Hmmm. What the fuck?) ,99.6990442276001,1
19760,15,14,Officer 1,"You have the right to remain silent. Now please look at the camera and say ""I'm white trash and I'm in trouble.""",97.13655710220335,1
19761,15,14,Stuart,I'm white trash and I'm in trouble. ,99.55613613128662,1
19798,15,14,Cartman,"Oh come on! We're not the only ones who wanted to look into this! You think, you think Kyle isn't on the computer right now tryin' to see who the poorest kid in school is?! Oh he is gonna have such a field day, that heartless Jew!  Well I won't give him the satisfaction!",97.48586416244508,1
19811,15,14,Cartman,"We're in a tough economy. You don't know what else I want you to do about it. Life isn't handed to you, Mom! You just can't sit on your ass and expect some money to appear!",97.8012204170227,1
19831,15,14,Officer 5,"When will you people learn to lay off the Pabst Blue Ribbon? Now look at the camera and say ""I'm white trash and I'm in trouble.""",95.31047940254211,1
19832,15,14,Liane,"Oh. Ah, I'm white trash and I'm in trouble.",98.00620675086977,1
19842,15,14,Cartman,A joke?! You think being poor is a joke?!,96.33134603500366,1
19847,15,14,Mr. Adams,Two Penn State administrators walk into a butt-!,98.75118732452393,1
19855,15,14,Kenny,(What the fuck are you doing here?!),99.72467422485352,1
19861,15,14,Cartman,"Goddamn, I've gotta sleep in a room with six other people?! How poor are we?!",95.40506601333618,1
19889,15,14,Principal,What the hell does this have to do with anything?!,99.04787540435792,1
19893,15,14,Jessica,Shut up! You foster twerps are all the same! Come on! Hand over the doll!  Who the hell is this?!,98.82586002349854,1
19904,15,14,David,And he kicked the crap out of Jessica Pinkerton. ,98.71439337730408,1
19920,15,14,Mr. Weatherhead,What business is that of yours?!,96.36213183403017,1
19939,15,14,Mr. Weatherhead,"Shut your mouth, bitch!",99.73719120025636,1
19940,15,14,Mrs. Weatherhead,"You shut your mouth, you filth-fucking asshole!",99.73920583724976,1
19941,15,14,Mr. Weatherhead,"Fuck you, bitch!",99.73599314689636,1
19942,15,14,Greeley Officer 1,"You have the right to remain silent. Now look at the camera and say ""I'm white trash and I'm in trouble.""",97.02187180519104,1
19943,15,14,Mrs. Weatherhead,I'm white trash and I'm in trouble!,99.52012300491332,1
19945,15,14,Mr. Weatherhead,"Wait a minute, I'm white trash and I'm in trouble?",97.99551367759705,1
19952,15,14,Cartman,"Okay, fine!  I'm white trash and I'm in trouble!",98.27552437782288,1
19959,15,14,Kyle,"How was jail, fatass?!",99.6902883052826,1
19963,15,14,Stan,...What the fuck?!,99.72769618034364,1
19969,16,1,Clyde,A toilet?,96.79821729660034,1
19973,16,1,Cartman,"Dude, that sucks, Clyde. A mom shouldn't be able to put rules on toilet-time like that. Toilet-time is the last bastion of American freedom.",98.1860101222992,1
19977,16,1,Cartman,"Clyde, Clyde! What have I told you about pissing on the seat? And Clyde's all like ""Ah, okay mom, fuck! Not in front of my friends! ",99.71441626548769,1
19989,16,1,Betsy,"No, Roger! It's a disgusting habit and I'm sick and tired of it. If I had sat down, I would have gotten toilet water all over my vagina.",98.9627718925476,1
19992,16,1,Cartman,"Dude, I'm telling you it was fucking hysterical. Clyde had to get up in the middle of class and follow his mom home to put the seat down. He was so embarrassed, dude, I thought he was gonna die.",95.42730450630188,1
19993,16,1,Kyle,"I know, fatass. I was there.",98.6912965774536,1
19994,16,1,Cartman,"His mom... His mom goes: ""Clyde you're an asshole and now I have toilet water in my vagayjay.""",99.70343112945557,1
20022,16,1,Phillip,"Oh, hello, Ugly Bob. ",99.71582889556883,1
20025,16,1,Terrance,"You're looking hideously ugly today, Ugly Bob.",99.70585107803343,1
20027,16,1,Phillip,Because you're goddamn ugly... ,99.72310662269592,1
20032,16,1,Cartman,Who are these buttholes?,99.72611665725708,1
20041,16,1,Cartman,"Dude, you can't make me wear a seatbelt to take a dp.",95.78967094421388,1
20064,16,1,Randy,"Aw, damn it.  He, hey officer.",97.15940356254578,1
20072,16,1,Randy,Yeah thanks.  Asshole.,99.72502589225768,1
