,Season,Episode,Character,Line,prob
7023,12,1,Jimmy Buffett,a little boy in south parkdyin of aids in the cold darkhow he got aids i havent a cluewastin away again because of aids and stuffhow are we all feelin tonight,0.11990389320999384
7024,12,1,Cartman,fuck you jimmy buffett you fuckin suck,99.73863959312439
7025,12,1,Liane,ohoho poopsiekins be nice,0.14727622037753463
7026,12,1,Cartman,fuck you mom i have fucking aids,99.73706007003784
7027,12,1,Cartman,hey guys thanks a lot for comin to my aids benefit yesterday,0.08080147090367973
7028,12,1,Stan,oh dude was that yesterday we forgot,0.10232405038550496
7029,12,1,Cartman,yeah you forgot just like a lot of people lately have forgot that aids is still killing people seems like all of america has forgot that hiv is a serious disease,0.27006741147488356
7030,12,1,Stan,well did elton john sing a song for you,0.08932098862715065
7031,12,1,Cartman,no as a matter of fact jimmy buffett came instead  oh yeah its real fuckin funny kyle,90.90354442596436
7032,12,1,Kyle,im sorry im im really cartman i fi feel really bad for you honestly,0.28525572270154953
7033,12,1,Cartman,no you dont,0.4526723176240921
7034,12,1,Kyle,i do ,0.3079312387853861
7035,12,1,Cartman,if you really felt bad youd wipe that fucking smirk off your face  well any god damned second kyle,99.70465302467346
7036,12,1,Kyle,im sorry i gotta go home ,0.10889895493164659
7037,12,1,Cartman,jesus christ can you believe that asshole,99.73800778388977
7038,12,1,Stan,he does feel bad for you cartman he just thinks its ironic,0.1363585004583001
7039,12,1,Cartman,ironic how,0.30025525484234095
7040,12,1,Stan,well you know youre always such a dick and stuff and and now,99.35958981513977
7041,12,1,Cartman,oh and what i deserve it is that what you think,0.28953293804079294
7042,12,1,Stan,not me thats  kinda what he thinks,0.26449591387063265
7043,12,1,Cartman,nobody deserves this illness stan kenny nobody its awful and maybe somebody needs to teach kyle how to have some compassion,0.10644423309713602
7044,12,1,Butters,oh okay its clear,0.0899484206456691
7045,12,1,Cartman,all right get that rope ready to hoist me up ,0.08629176882095635
7046,12,1,Butters,okay but what are you going to do,0.1570947584696114
7047,12,1,Cartman,kyle thinks that hiv is funny so were gonna make him look funny and then hell know how it feels to be laughed at,1.0490832850337029
7048,12,1,Butters,i just  well i dont know if i should be helping you make kyle look silly,1.1258400976657867
7049,12,1,Cartman,butters helping people who have aids is one of the most important things you can do,0.08391243754886091
7050,12,1,Butters,i know but are you sure kyle has to be taught a lesson,0.0924599647987634
7051,12,1,Cartman,im not just sure butters im hivpositive,0.11582474689930677
7052,12,1,Butters,oh yeah well i guess thats true,0.13304093154147267
7053,12,1,Cartman,all right now get the rope up over that third rafter above the window thats the easiest access,0.07574228220619261
7054,12,1,Butters,wow you really know what youre doing,0.2590974560007453
7055,12,1,Cartman,yeah ive sneaked into kyles room lots of times  you think hiv is something to be laughed at kyle well  lets just see how funny it is now asshole ,99.06789660453796
7056,12,1,Kyle,wagh,0.25130060967057943
7057,12,1,Sheila,there there bubbe youll be okay  oh doctor did you find anything is it strep,0.08994597592391074
7058,12,1,Dr. Doctor,no it isnt strep,0.11944922152906656
7059,12,1,Sheila,oh well theres a relief,0.1504797488451004
7060,12,1,Dr. Doctor,mrs broflovski has your son ever had a blood transfusion,0.08069589384831488
7061,12,1,Sheila,no why,0.6169117521494627
7062,12,1,Dr. Doctor,little boy have you been having unprotected anal sex,99.29238557815552
7063,12,1,Kyle,what no,1.751815527677536
7064,12,1,Sheila,doctor what are you saying,0.21553372498601675
7065,12,1,Dr. Doctor,weve run every test imaginable little kyle here is infected with hiv,0.6351238582283258
7066,12,1,Kyle,what,0.8099524304270744
7067,12,1,Sheila,hiv,0.23427156265825033
7068,12,1,Dr. Doctor,it took us a long time to narrow it down but there is no doubt,0.08655933197587729
7069,12,1,Sheila,no thats impossible,0.39502144791185856
7070,12,1,Dr. Doctor,little boy are you sure you havent taken it up the hoohoo just once or twice,0.09559727623127401
7071,12,1,Kyle,no no god damn it no im telling you youre wrong there theres no way i can have hiv unless maybe  oh my god that son of a bitch ,99.70408082008362
7072,12,1,Sheila,kyle kyle,0.16614982159808278
7073,12,1,Cartman,pass me the ball  pass me the ball craig you stupid asshole  kyle what the f,99.73340034484863
7074,12,1,Kyle,im gonna kill you cartman,98.70501756668091
7075,12,1,Cartman,kyle what,0.385078601539135
7076,12,1,Stan,what did he do,0.23626340553164482
7077,12,1,Kyle,why do i have hiv,1.7847368493676186
7078,12,1,Clyde,oh,0.1877649687230587
7079,12,1,Cartman,oh you have hiv h kyle guess it isnt so funny now is it,0.47552897594869137
7080,12,1,Kyle,what did you do,0.19708587788045406
7081,12,1,Cartman,nothing,0.5246950779110193
7082,12,1,Kyle,then why did butters say he helped you sneak into my room last friday night ,0.1061292365193367
7083,12,1,Cartman,oh nice butters you big tattletale ,0.6334550213068724
7084,12,1,Kyle,tattletale do you know how serious this is,0.1524585299193859
7085,12,1,Cartman,well kyle maybe i was just trying to prove a p,0.34600908402353525
7086,12,1,Kyle,aaaaaaa ,0.1730642165057361
7087,12,1,Cartman,kyle,0.22669497411698103
7088,12,1,Kyle,here you go  here you go ,0.18707027193158865
7089,12,1,Mr.Mackey,hey hey thats enough break it up mkay  break it up hmkay  mkay,0.23054946213960648
7090,12,1,Principal Victoria,all right boys now what is this fighting all about,0.6108489353209734
7091,12,1,Kyle,he gave me aids,0.16331210499629378
7092,12,1,Principal Victoria,what,0.8099524304270744
7093,12,1,Kyle,he purposely infected me with his hiv virus,0.989244319498539
7094,12,1,Principal Victoria,is that true eric did you give kyle aids,0.232475227676332
7095,12,1,Cartman,well he was being a total dick and hes a big tattletale and going around and talking crap about me,99.47553873062134
7096,12,1,Principal Victoria,did you infect kyle with the hiv virus yes or no,0.16604512929916382
7097,12,1,Cartman,kind of,0.572636816650629
7098,12,1,Mr. Mackey,eric that is not appropriate behavior mkay you cannot purposely infect other kids with your disease,0.12825423618778586
7099,12,1,Principal Victoria,thats right i think you owe kyle an apology,0.10834118584170938
7100,12,1,Cartman,im sorry,0.1852595480158925
7101,12,1,Kyle,an apology,0.11421687668189406
7102,12,1,Principal Victoria,youre sorry for what eric,0.13360902667045593
7103,12,1,Cartman,im sorry for giving you aids kyle,0.25907205417752266
7104,12,1,Principal Victoria,thats better and now kyle maybe you should also admit you were wrong for tattling,0.08814016473479569
7105,12,1,Kyle,what,0.8099524304270744
7106,12,1,Mr. Mackey,kyle the thing about tattlin is eh tattlins bad mkay because nobody likes a tattletale mkay,1.5241443179547787
7107,12,1,Kyle,a tattletale he infected me with aids,2.3436063900589943
7108,12,1,Cartman,see hes tattling again he hasnt learned a thing you guys ,0.4796330351382494
7109,12,1,Cartman,well kyle i guess were even now shall we just call it a truce kyle shall we call it even stevens now  kyle where are you going,0.08807526319287717
7110,12,1,Kyle,im going to break everything that you own ,1.0771553963422775
7111,12,1,Cartman,whats that supposed to mean kyle  kyle no i apologized kyle,0.15227912226691842
7112,12,1,Cartman,kyle kyle hold on you asshole  what the fuck are you doing  kyle stop it  god damn it dont  kyle no not clyde frog leave clyde frog alone  no  ahh clyde frog clyde frog you ba no not the xbox kyle  not the xwait wait a second  im sorry i gave you hiv all right just give me a chance and i can cure you,99.61463212966919
7113,12,1,Kyle,there is no cure you asshole,99.73269701004028
7114,12,1,Cartman,no no listen kyle im on to something there really is hope,0.07942182128317654
7115,12,1,Kyle,what hope,0.1337188994511962
7116,12,1,Cartman,break my xbox and youll never know,0.2539306180551648
7117,12,1,Kyle,youre lying,1.6223931685090065
7118,12,1,Cartman,no noal all right kyle magic johnson kyle the key is magic johnson,0.13592810137197375
7119,12,1,Kyle,magic johnson,0.42827106080949306
7120,12,1,Cartman,he was a basketball player,0.15504062175750732
7121,12,1,Kyle,so what,0.27084294706583023
7122,12,1,Cartman,so he got hiv like fifty years ago and hes still totally fine magic johnson has some kind of resistance to the virus kyle ive been researching it since i got infected if we can track him down and isolate his genetic prototype we have a chance of beating this thing buddy  you and me kyle we can overcome our illness i swear it to you,0.13733931118622422
7123,12,1,Kyle,you better cause if you dont find a cure for hiv i will break your xbox,0.7790091447532177
7124,12,1,Cartman,my god,35.0352942943573
7125,12,1,Cartman,we need two tickets to los angeles as soon as possible,0.09881716687232256
7126,12,1,Clerk,los angeles okay  i have a two oclock flight that would beee 400 each,0.07601550896652043
7127,12,1,Cartman,ah sir you dont understand we have to see magic johnson right away you see we have aids,0.12568861711770296
7128,12,1,Clerk,aids wow thats really retro but ah im sorry i i just cant give away free seats,0.0999001320451498
7129,12,1,Cartman,dont you get it we are two pals afflicted with an illness and who only have each other in a race against time innocent playful children who are stricken with a deadly disease for no reason,0.10170247405767441
7130,12,1,Kyle,oh please no reason i got aids from him,0.17850174335762858
7131,12,1,Clerk,oh you boys are  like that h,0.9475628845393658
7132,12,1,Kyle,no,0.4033636301755905
7133,12,1,Clerk,are you sure you boys just dont have any cash,0.18841560231521726
7134,12,1,Cartman,were not just sure were hivpositive,0.14102094573900104
7135,12,1,Clerk, we sometimes offer free seats to cancer patients but aids i d hehhey mitch do we have any aids patient policies,0.08571228245273232
7136,12,1,Cartman,forget it all right well use another airline one that cares ,0.11952889617532492
7137,12,1,Flight Attendant,were so happy to help accommodate you brave boys what kind of cancer did you say you have again,0.08333200821653008
7138,12,1,Cartman,oh  you know all over cancer,0.09749045129865408
7139,12,1,Flight Attendant,im so sorry,0.1233723945915699
7140,12,1,Cartman,yeah well at least  its not as bad as having aids aids is the worst disease,0.38288827054202557
7141,12,1,Flight Attendant,hm i dont know these days i think id rather have aids than cancer,0.11475322535261512
7142,12,1,Cartman,no you wouldnt look shouldnt you be serving people drinks or something get outta here  were on our way buddy  magic johnson here we come,0.09023950551636517
7143,12,1,Kyle,dont touch me,0.355250365100801
7144,12,1,Cartman,i know im scared too,0.1490478520281613
7145,12,1,Butler,magic magic could you come to the front for a minute there are a couple of boys here to see you two brave little buddies who against all odds have journeyed across america to find the cure for aids all they have are each other in a race against time ,0.10438039898872375
7146,12,1,Kyle,thank you for seeing us mr johnson we were hoping that maybe you have some kind of key that can help us with our disease,0.08487367304041982
7147,12,1,Magic,you boys both have the virus are you sure,0.13735494576394558
7148,12,1,Cartman,were not just sure were hivpositive,0.14102094573900104
7149,12,1,Kyle,will you stop it with that what part of this is funny to you,0.12392747448757291
7150,12,1,Cartman,kyle we need to try to find a,0.17393403686583042
7151,12,1,Kyle,what part of being infected with a deadly disease do you find funny,0.18074946710839868
7152,12,1,Cartman,i dont think its funny kyle,0.6095414981245995
7153,12,1,Kyle,then stop saying youre not just sure youre hivpositive  this isnt funny aids isnt funny dying isnt funny so shut the fuck up,99.52333569526672
7154,12,1,Cartman,well excuse me kyle for trying to keep some optimism you know i mean sometimes when things seem their darkest you just need to try and stay hivpositive but if you wanna be so hivnegative all the time i,0.10788035579025745
7155,12,1,Kyle,knock it off right now this isnt funny at all,0.6211885716766119
7156,12,1,Cartman,are you sure,0.27577849105000496
7157,12,1,Kyle,yes,0.13758287532255054
7158,12,1,Cartman,are you hivpositive  aarrhh ow fuck kyle,99.73452687263489
7159,12,1,Magic,boys the truth is i dont know why my body is so resistant to the virus i would love to know so i could help others but i just dont ,0.10349773801863194
7160,12,1,Kyle,well ive been thinking maybe theres something youve come into contact with that hinders hiv from growing do you mind if we just look around,0.08698388701304793
7161,12,1,Magic,well not at all,0.20227308850735426
7162,12,1,Magic,the pool is over there  where i try to swim and stay in shape my kitchen  is full of pretty healthy food i dont know which thing it is that keeps my tcell count high so i try it all,0.08458149968646467
7163,12,1,Kyle,but everyone tries that there has to be something youre exposed to that others arent could we see where you sleep,0.07750415243208408
7164,12,1,Magic,sure,0.4375356249511242
7165,12,1,Magic,just a pretty plain old ordinary bedroom ,0.09065669728443027
7166,12,1,Kyle,dude,99.71900582313538
7167,12,1,Magic,oh oh yeah i i dont trust banks i sleep with all my money,1.2728393077850342
7168,12,1,Kyle,you sleep with money every night,0.10900914203375578
7169,12,1,Magic,yeah i like to keep it close b you dont think that,0.15326585853472352
7170,12,1,Scientist 1,its incredible mitch these boys could be onto something take a look  thats a sample of hivinfected blood you can clearly see the hiv attacking the white blood cells right  all right watch what happens when we introduce some cash ,0.18887915648519993
7171,12,1,Mitch,my god the hiv particles are receding ,0.5013912450522184
7172,12,1,Scientist 1,the cash does seem to retrain the hiv cells from stabilizing,0.11148826451972127
7173,12,1,Scientist 2,now hold on all the cash is doing is destabilizing the virus not destroying it,0.472111813724041
7174,12,1,Kyle,well look if being around lots of cash negatively affects the hiv then maybe,0.08749214466661215
7175,12,1,Mitch,then maybe enough cash shot directly into the bloodstream could kill the virus altogether,0.1764987944625318
7176,12,1,Magic,i have enough cash for all three of us we should give it a try,0.08765232050791383
7177,12,1,Scientist 2,nanoo its ridiculous we need fda approval control studies im sorry but this is impossible,0.33194052521139383
7178,12,1,Magic,these boys have shown us that a lot of impossible things can happen  their friendship has conquered every obstacle in their illnessridden lives,0.08747755200602114
7179,12,1,Scientist 2,their incredible friendship has brought a sparkle of hope to our world thats for sure,0.07237717509269714
7180,12,1,Kyle,wugh,0.25916609447449446
7181,12,1,Scientist 2,i suppose we could try to distill magics cash down to its most highlyconcentrated level and try it on one of them but its very risky,0.13071681605651975
7182,12,1,Cartman,yeah well if theres a chance of being cured of this illness then kyle is willing to take that risk,0.08214116678573191
7183,12,1,Mitch,lets hope to christ this works ,0.2774554770439863
7184,12,1,Scientist 1,wait a minute yes yes take a look  the cash particles have completely replaced all the hiv in kyles blood  boys you just found the cure for aids,0.13670710613951087
7185,12,1,Cartman,all right,0.32394472509622574
7186,12,1,Scientist 1,they found the cure for aids  the cure for aids,0.08529102778993547
7187,12,1,Scientist 3,what is it,0.43705892749130726
7188,12,1,Scientist 1,large doses of concentrated cash  get the media on the phone,0.10564121184870601
7189,12,1,Scientist 4,all right,0.32394472509622574
7190,12,1,Anchorman,scientists have just discovered the cure for aids  about a hundred and eighty thousand dollars shot directly into the bloodstream,0.13383220648393035
7191,12,1,Driver,hey they just found the cure for aids you just have to inject yourself with all your cash woohoo,0.18554722191765904
7192,12,1,M.C.,i am pleased to announce that there is no trace of the hiv virus in either kyle broflovski or eric cartman  together these boys beat their illness with nothing but each other and overcoming all odds  these two brave friends,0.07528135320171714
7193,12,1,Kyle,oh stop were not friends hes the one who infected me with aids,0.2550489967688918
7194,12,1,M.C.,these two brave lovers found the cure and helped the world and so to honor these boys  here is jimmy buffett,0.07881258497945964
7195,12,1,Cartman,what aw no,0.794642511755228
7196,12,1,Jimmy Buffett,cureburger in paradisecureburger there i said it twice,0.1280812080949545
7197,12,1,Cartman,what aw god damn it  well ill tell you this kyle im never gettin my tonsils out again hahahaha,98.09842109680176
7198,12,1,Kyle,im still breaking your xbox ,0.3561022924259305
7199,12,1,Cartman,what no no  kyle no,0.4284125752747059
7200,12,2,Announcer,live from chicago illinois its decision 2008,0.07964593241922557
7201,12,2,Moderator,good evening and welcome to the political debate between hillary rodham clinton and barack obama  first question how do you see yourself as different from your opponent,0.08705415530130267
7202,12,2,Stan,ugh dad can we please not watch this,0.20198461133986712
7203,12,2,Randy,this is important stanley  you boys should care about this stuff,0.1712782308459282
7204,12,2,Cartman,yeah but we totally dont,0.2688772976398468
7205,12,2,Randy,well you boys are gonna sit and watch this this is what really matters,0.09059255244210362
7206,12,2,Moderator,and so mr obama why dont you tell us your stance on military spending,0.08420395897701383
7207,12,2,Barack Obama,well my opinion is that,0.18686979310587049
7208,12,2,Announcer,we interrupt this debate for an emergency news bulletin its britney watch  keeping you uptodate with all your britney spears news,0.18105971394106746
7209,12,2,Butters,man,0.35277404822409153
7210,12,2,Randy,ohoh boy whats she done now,0.47951401211321354
7211,12,2,Anchorman,britney spears has been spotted camping in the colorado mountains and one report claims that she has taken a piss in the forest robert pooner has more,0.9080397896468639
7212,12,2,Robert Pooner,ron im standing in south mark colorado where britney spears has apparently been trying to get away from it all ,0.1333966967649758
7213,12,2,Cartman,aw dude thats our town,0.5045967176556587
7214,12,2,Robert Pooner,ms spears was spotted at a mountain campground  and you wont believe what she did ron the troubled diva took a piss right on a ladybug weve blurred out parts of the photo so that it doesnt offend ,3.0270427465438843
7215,12,2,Randy,shes such a train wreck,75.99040865898132
7216,12,2,Robert Pooner,when the photo is enhanced ron you can see the poor little ladybug getting doused ,0.15488790813833475
7217,12,2,Ron,this must be very embarrassing for britney that this photo got out bob and and she looks like shes gained weight,0.1685437629930675
7218,12,2,Robert Pooner,thats right ron she really chubbed up and if you zoom in on her face you can see that shes got some zits ,1.2804175727069378
7219,12,2,Butters,aw poor girl,0.38081121165305376
7220,12,2,Randy,hey sharon britney peed on a ladybug ,0.20591451320797205
7221,12,2,Ron,the photograph was taken by brian willis of bailey colorado  who sold it to 31 news for a hundred thousand dollars,0.11435372289270163
7222,12,2,Kyle,a hundred thousand dollars,0.30200546607375145
7223,12,2,Cartman,thats enough to buy slaves,2.0697180181741714
7224,12,2,Ron,britney is said to be now hiding out in a south park motel aand now back to the stupid democratic debates,98.00587296485901
7225,12,2,Hillary Clinton,and spearchuckers,1.0423227213323116
7226,12,2,Kyle,did you guys hear that a hundred thousand dollars for a picture of britney,0.30312195885926485
7227,12,2,Stan,and shes at a hotel in our town ,0.10864244541153312
7228,12,2,Kyle,its gotta be the komfort inn its the nicest hotel in south park cartman go get your camera,0.0855515303555876
7229,12,2,Cartman,sweet,0.127077242359519
7230,12,2,Butters,hey hang hang on fellas dont you think britneys been through enough i mean maybe its finally time for us all to just leave her alone,0.10587888536974788
7231,12,2,Stan,butters dont be such a pussy,99.7373104095459
7232,12,2,Butters,hokay ,0.24829357862472534
7233,12,2,Kyle,a hundred thousand for a picture of britney peeing on a ladybug imagine what a photo of her crapping on a squirrel is worth,94.33648586273193
7234,12,2,Butters,well this coste was supposed to be for the easter musical fellas not for tryin to make an easy buck ,0.22838199511170387
7235,12,2,Stan,oh no,0.2977998461574316
7236,12,2,Kyle,excuse us were trying to get a picture of britney spears,0.1390961231663823
7237,12,2,Photographer 1,join the club,0.10024188086390495
7238,12,2,Photographer 2,yeah all you amateur photographers are makin this tougher on the professionals,0.11511625489220023
7239,12,2,Cartman,were professionals too you fuckin butthole ,99.73459243774414
7240,12,2,Guard,ah ah nobody goes upstairs,0.10157194919884205
7241,12,2,Kyle,we  we have special permission,0.2243504161015153
7242,12,2,Stan,yeah dont you recognize us were britney spears kids,1.2089958414435387
7243,12,2,Guard,you are,0.6819144356995821
7244,12,2,Butters,not me im a squirrel,0.5348702892661095
7245,12,2,Britney,but now everybody thinks i hate ladybugs i didnt even know it was there i cant take it anymore im just sooo ,97.62600064277649
7246,12,2,Guard,excuse me ms spears but your kids are here and theyve brought you a squirrel,0.4674158524721861
7247,12,2,Britney,my boys really send them in  its okay my kids are here i feel better now ,0.10964940302073956
7248,12,2,Kyle,we did it guys,0.28851304668933153
7249,12,2,Stan,i told you that would work,0.13493179576471448
7250,12,2,The Boys,yehehahah all right,0.208501354791224
7251,12,2,Kyle,ahall right,0.28653540648519993
7252,12,2,Britney,you mean it was just a joke my kids aint here,0.15719906659796834
7253,12,2,Kyle,all right butters go get next to her,0.13683931902050972
7254,12,2,Butters,i aint doin it we tricked her and it wasnt nice,1.0402490384876728
7255,12,2,Stan,butters do you want your share of the hundred thousand dollars or not,0.16734589589759707
7256,12,2,Britney,youre never gonna leave me alone are you,0.1347793499007821
7257,12,2,Butters,it aint right to take advantage of somebody no matter who they are ,0.20412334706634283
7258,12,2,Kyle,all right fine we dont need you butters,0.7075078319758177
7259,12,2,Stan,yeah well just get a picture of her doing something else,0.09170841076411307
7260,12,2,Cartman,all right lady just flash us your crotch or somethin,98.44858646392822
7261,12,2,Britney,ive got a better idea,0.1565147889778018
7262,12,2,Stan,you do,0.2126672537997365
7263,12,2,Britney,yeah ,0.29846131801605225
7264,12,2,"Stan, Kyle",no ,0.35360525362193584
7265,12,2,Butters,you killed her ,98.86789917945862
7266,12,2,Guard,hey everything all right u oh,0.1913712127134204
7267,12,2,Nurse,paging dr bender paging dr bender please ,0.08167490013875067
7268,12,2,Stan,we should have just left her alone but we just had to push her,0.2310109557583928
7269,12,2,Kyle,how could we know she would aw we suck so hard,97.88761138916016
7270,12,2,Doctor,shes alive,1.4574605040252209
7271,12,2,Kyle,whew,0.19224451389163733
7272,12,2,Stan,oh thank god,0.29053823091089725
7273,12,2,Doctor,but we almost lost her why couldnt you boys just leave her alone,0.16743866726756096
7274,12,2,Kyle,doctor could we talk to her for a minute,0.08438362856395543
7275,12,2,Doctor,i dont want you making her upset,0.41657136753201485
7276,12,2,Stan,we dont wanna upset her we just want to tell her that were sorry,0.16459571197628975
7277,12,2,Doctor,all right,0.32394472509622574
7278,12,2,Doctor,ms spears these boys wanted to say something ,0.18827852327376604
7279,12,2,Kyle,oh my god,0.6046751514077187
7280,12,2,Stan,oh no,0.2977998461574316
7281,12,2,Doctor,the boys are just shocked at how good you look britney  right boys,0.18149629468098283
7282,12,2,Kyle,oh yeah yehyeah its aits not even noticeable ,0.24505029432475567
7283,12,2,Doctor,well ill let you boys have your say ,0.18885659519582987
7284,12,2,Stan,ms spears  were really sorry for making you want to kill yourself,97.39421010017395
7285,12,2,Kyle,oh god what have we done,0.4021408502012491
7286,12,2,Announcer,its britney watch keeping you uptodate with all your britney spears news,0.3990596625953913
7287,12,2,Reporter,you wont believe what britneys done now the troubled pop star has just been spotted with a crazy no top part of my head look this video  was taken just hours ago as britney was wheeled into the hospital for some reason and if we zoom in on the footage right riright here  you can also definitely see a boob job scar no doubt now that shes had plastic surgery in the past,0.5135058891028166
7288,12,2,Anchorman,o ho ho oh houch thats gotta be embarrassing chris any word on why ms spears went for this radical no top of the head look,0.6033307872712612
7289,12,2,Chris,no word yet tom but it could be over the embarrassment of the boob job scar video we showed just just now  even though the timing doesnt quite work out,0.23669032379984856
7290,12,2,Kyle,dude ,99.71950054168701
7291,12,2,Doctor,damn it she cant handle any stress right now,97.13125824928284
7292,12,2,Manager,excuse me im britney spears manager  oh jeez britney britney what were ya thinkin first you shave your head and now this,0.8385352790355682
7293,12,2,Britney,guglo,0.14520357362926006
7294,12,2,Manager,well its a ballsy new look ill give you that,0.1104299328289926
7295,12,2,Paparazzo,brit over here brit one for star weekly ,0.18609716789796948
7296,12,2,Doctor,damn it you have to take her out of here she cant be around all this right now,97.93657064437866
7297,12,2,Britney,right we need to take her home boys can you give me a hand with her,0.10081451619043946
7298,12,2,Stan,yeah of course ,0.16203869599848986
7299,12,2,Manager,okay come on  my car is right here ,0.10627047158777714
7300,12,2,Photographer 3,hey look,0.6161679048091173
7301,12,2,Photographer 4,there she is ,0.2466185251250863
7302,12,2,Kyle,oh crap ,97.44491577148438
7303,12,2,Stan,jesus christ,3.08032538741827
7304,12,2,Manager,yeah yeah its like this all the time  thank you yes thanks ,0.10344057809561491
7305,12,2,Stan,look  we feel really bad and and we wanna help britney however we can,0.12306512799113989
7306,12,2,Manager,thats great boys britney seems to have really taken a liking to you and dont worry britney is a queen at reinventing herself we just need to get her into the recording studio right away,0.22520616184920073
7307,12,2,Kyle,what,0.8099524304270744
7308,12,2,Manager,all right britney lets take it from the top remember to bring that sexiness to it,0.0920433783903718
7309,12,2,Kyle,excuse me is this really what you think she should be doing right now,0.19664245191961527
7310,12,2,Sound Engineer,all right brit lets try it from the top ,0.09246119880117476
7311,12,2,Female Aide,god what a train wreck,1.7490468919277191
7312,12,2,Male Aide,she must be stoned again ,97.50964045524597
7313,12,2,Stan,would you put a stop to this please this is only gonna make things worse,0.3778546117246151
7314,12,2,Manager,whattaya mean she sounds great  ah britney that last lyric is supposed to be love elation sounds more like youre saying love creation,0.10274216765537858
7315,12,2,Britney,gogehah,0.30930128414183855
7316,12,2,Manager,elation really enunciate the l,0.12989231618121266
7317,12,2,Britney,egeulgageol,0.6722066085785627
7318,12,2,Sound Engineer,gah shes so stupid,99.73390698432922
7319,12,2,Stan,what do you expect look at her she doesnt have most of her brain,0.5549679975956678
7320,12,2,Sound Engineer,i know shes really db h ,0.15888640191406012
7321,12,2,Stan,no i mean she literally doesnt have most of her brain her head is gone,0.8568650111556053
7322,12,2,Sound Engineer,yeah and shes all fat too,93.8314139842987
7323,12,2,Britney,okel,0.6257210858166218
7324,12,2,Announcer,live from las vegas its the mtv video music awards,0.15308076981455088
7325,12,2,VJ,whats up yall its the mtv awards and we are kickin it off right here to perform her new song is the one and only britney spears ,0.1920119975693524
7326,12,2,Kyle,aw come on now people ,0.2796226879581809
7327,12,2,Woman,oh my god shes really gotten chubby ,0.12451112270355225
7328,12,2,Singers,the way she feeels  love inside,0.10311222868040204
7329,12,2,Man,oh man shes totally lipsyncing,0.28670208994299173
7330,12,2,Stan,she doesnt have any lips,0.9949219413101673
7331,12,2,Singers,temporary  so hot ,0.10137328645214438
7332,12,2,Reporter,disaster at the mtv awards people are ridiculing britney spears her performance was awful tom she looked tired she looked fat she didnt have a head it was just completely phoned in no doubt tom that girl has major issues,1.6455244272947311
7333,12,2,Manager,dont listen to em brit theyre all just jealous and we can put you on slimfast tomorrow  hang on hang on shell be out in a minute ,0.39658905006945133
7334,12,2,Stan,we have to get her away from all this dude people just arent gonna let up we have to take her somewhere to just be at peace,0.3036267124116421
7335,12,2,Kyle,dude where in the world can britney spears go where nobody will bother her,98.45335483551025
7336,12,2,Stan,i know where,0.18401799025014043
7337,12,2,Stan,we want three tickets to the north pole ,0.2715305658057332
7338,12,2,Clerk,the north pole  who the hell goes to the north pole,99.32611584663391
7339,12,2,Stan,we do me my friend and his aunt ,0.12363136047497392
7340,12,2,Announcer,its britney wowtch,99.73394274711609
7341,12,2,Ron,a distraught britney spears has apparently disappeared and abandoned all those close to her a local housewife caught a photo of britney running away in this disguise ,0.12608080869540572
7342,12,2,Robert Pooner,britney is obviously very upset about her mtv performance ron and so shes become desperate most troubling for her is the fact that her disguise has total camel toe ,0.22402647882699966
7343,12,2,Ron,oooooh ouch,0.12622897047549486
7344,12,2,Anchorwoman,oh boy now leslie this seems like a really bad camel toe offense,0.11505280854180455
7345,12,2,Leslie,absolutely major camel toe tracy britney just seems oblivious she was bound to get noticed you walk around with that kind of cam toe and youre gonna turn heads,0.1140013337135315
7346,12,2,Ron,eh david any idea as to how big the camel toe actually was ,0.166088598780334
7347,12,2,Robert Pooner,she was sportin toe like never before brian i i dont know whats wrong with that girl but its a slap in the face to camels all over the planet,96.68614864349365
7348,12,2,Ron,those close to britney say they are very worried and want to bring her home safe and now back to the local news,0.08354217861779034
7349,12,2,Tracy,the giant squirrel which was picked up last week by animal control apparently now thinks its a person colorado officials have taken the squirrel to johnshopkins for psychiatric evaluation,0.2660821657627821
7350,12,2,Ron,hm that squirrel is obviously nuts,97.31466770172119
7351,12,2,Kyle,platform 4f hh it must be on the other side of the station,0.0814085768070072
7352,12,2,Paparazzo,there she is its britney ,0.6118758115917444
7353,12,2,Stan,oh no ,0.17297477461397648
7354,12,2,Stan,dude theyre never gonna let us through,2.334526926279068
7355,12,2,Kyle,yes they are i have an idea,0.12231218861415982
7356,12,2,Paparazzo 2,britney whered she go,0.47923075035214424
7357,12,2,Paparazzo 3,there she is ,0.2466185251250863
7358,12,2,Stan,its okay youll be in the north pole soon ,0.09071480599232018
7359,12,2,Manager,there she is hey britney its me  britney its over what were you runnin for anyway,0.13979957439005375
7360,12,2,Reporter,hey wait a minute wheres her camel toe,0.1381881069391966
7361,12,2,Kyle,im not britney spears all right,2.4018853902816772
7362,12,2,Paparazzo 5,ooo psych,0.31490956898778677
7363,12,2,Manager,she must be back at the train station come on ,0.07988171419128776
7364,12,2,Kyle,now wait a minute everyone just stop for one minute  look you guys are gonna end up killing her cant you see that britney isnt in any condition to handle this crap anymore i know watching celebrities go down can be fun me and my friends are just as guilty as all of you but maybe well just maybe its time to let this one go just this one time lets lets all stop before its too late h,96.1013913154602
7365,12,2,Paparazzo 6,son you dont seem to understand britney spears has to die,14.833609759807587
