,Season,Episode,Time_Stamp,Line,NRC_Sentiment,AFINN_Sentiment,AFINN_Sentiment_Score,BING_Sentiment,prob
16014,3,12,00:16:15,youre a girl,Neutral,Neutral,0,Neutral,0.8568808436393738
16015,3,12,00:16:15,of course i am,Neutral,Neutral,0,Neutral,0.16850767424330115
16016,3,12,00:16:18,oh my god,"anticipation,fear,joy,positive,trust",Positive,1,Neutral,0.20717689767479897
16017,3,12,00:16:24,warm out today,Neutral,Positive,1,Positive,0.06159669137559831
16018,3,12,00:16:26,warm yesterday,Neutral,Positive,1,Positive,0.07067610858939588
16019,3,12,00:16:33,even warmer today met her on my cb said her name was mimi,Neutral,Neutral,0,Positive,0.060798320919275284
16020,3,12,00:16:36, sounded like an angel come to earth,"anticipation,joy,positive,surprise,trust",Positive,2,Positive,0.2579337218776345
16021,3,12,00:16:40,come to earth when i went to meet her man you should have seen her,Neutral,Neutral,0,Neutral,0.08054306381382048
16022,3,12,00:16:43, twice as tall as me three times the girth,Neutral,Neutral,0,Neutral,0.28883395716547966
16023,3,12,00:16:43, girth,Neutral,Neutral,0,Neutral,0.20457280334085226
16024,3,12,00:16:46, oh my fat baby loves to eat,"disgust,joy,negative,positive,sadness",Neutral,0,Negative,0.9626913815736771
16025,3,12,00:16:56,loves to eat a big old buddha belly and her breasts swing past her feet my fat baby loves to eat my big ole fatass baby loves to eat,"disgust,joy,negative,positive,sadness",Negative,-2,Positive,1.7769517377018929
16026,3,12,00:17:00,i got blisters on my fingers,Neutral,Neutral,0,Neutral,0.0700234086252749
16027,3,12,00:17:05,a drop more of the shine my dear,positive,Positive,1,Positive,0.12243808014318347
16028,3,12,00:17:05,yes please,Neutral,Positive,10,Neutral,0.09024548344314098
16029,3,12,00:17:08,you know the kids are gonna be at that town social for a while,Neutral,Neutral,0,Neutral,0.06548856617882848
16030,3,12,00:17:12,i think i know where youre going,Neutral,Neutral,0,Neutral,4.7782547771930695
16031,3,12,00:17:17,aaagh aaagh oh god aaagh aaagh,"anticipation,fear,joy,positive,trust",Positive,1,Neutral,0.1294084475375712
16032,3,12,00:17:19,hello,Neutral,Neutral,0,Neutral,0.2770006423816085
16033,3,12,00:17:21,hello mrs griffin yeah shh shut up you guys shut up,Neutral,Positive,1,Neutral,70.6355631351471
16034,3,12,00:17:25,yeah this is the fbi calling from your house,Neutral,Positive,1,Neutral,0.15654540620744228
16035,3,12,00:17:28,oh hi how is everything,Neutral,Neutral,0,Neutral,0.08338284678757191
16036,3,12,00:17:30,good good real good,"anticipation,joy,positive,surprise,trust",Positive,9,Positive,0.48606041818857193
16037,3,12,00:17:37,listen promise you wont be mad and its probably nothing but you know that criminal whos after your son he might know where you guys are,"anger,anticipation,disgust,fear,joy,negative,positive,sadness,trust",Negative,-5,Positive,3.0104486271739006
16038,3,12,00:17:43,what peter that criminal is on his way here to kill chris we gotta call the sheriff,"anger,disgust,fear,negative,sadness,trust",Negative,-6,Negative,86.08732223510742
16039,3,12,00:17:48,holy crap im on it lois,"disgust,negative,positive",Negative,-3,Positive,96.23852372169495
16040,3,12,00:17:51,sheriffs office yes this is peter griffin id like to report a criminal coming into town,"anger,anticipation,disgust,fear,negative",Neutral,0,Positive,0.48679765313863754
16041,3,12,00:17:57,im sorry could you repeat your name yes its peter griffin griffin,Neutral,Neutral,0,Negative,0.14154204400256276
16042,3,12,00:18:02,youre the sheriff,trust,Neutral,0,Neutral,1.556583121418953
16043,3,12,00:18:02,one sec honey im on the phone,positive,Neutral,0,Neutral,0.06294099730439484
16044,3,12,00:18:05,whos that my wife,Neutral,Neutral,0,Neutral,0.1002851058728993
16045,3,12,00:18:05,peter chris is in danger,"fear,negative,sadness",Negative,-2,Negative,0.1204580650664866
16046,3,12,00:18:08,do something round up a posse,fear,Neutral,0,Neutral,0.11368792038410902
16047,3,12,00:18:11,yeah well see i kinda pissed off the whole town at that civil war reenactment,"fear,negative,positive",Negative,-5,Positive,3.5748571157455444
16048,3,12,00:18:16,what are we gonna do,Neutral,Neutral,0,Neutral,0.13500044587999582
16049,3,12,00:18:16,i dont know lois,Neutral,Neutral,0,Neutral,0.11398911010473967
16050,3,12,00:18:18,but i feel lower than a bowlegged caterpillar,"negative,sadness",Neutral,0,Neutral,1.0321765206754208
16051,3,12,00:18:21,now heres roy,Neutral,Neutral,0,Neutral,0.0916830264031887
16052,3,12,00:18:28,sure is a dingdang of a hoedown,Neutral,Neutral,0,Negative,0.854135025292635
16053,3,12,00:18:28, this heres a hootenanny,Neutral,Neutral,0,Neutral,1.6748534515500069
16054,3,12,00:18:32,hoedown,Neutral,Neutral,0,Neutral,0.10327494237571955
16055,3,12,00:18:32,hootenanny,Neutral,Neutral,0,Neutral,0.1357021275907755
16056,3,12,00:18:34,hoedown,Neutral,Neutral,0,Neutral,0.10327494237571955
16057,3,12,00:18:34,hootenanny,Neutral,Neutral,0,Neutral,0.1357021275907755
16058,3,12,00:18:40,thank you thank you very much thank you,Neutral,Positive,6,Positive,0.12711042072623968
16059,3,12,00:18:43,oh and to the owner of a john deere tractor youre parked on top of a pig,"anticipation,disgust,negative,positive,trust",Positive,2,Positive,13.100160658359528
16060,3,12,00:18:47,john deere tractor on top of a pig,"anticipation,disgust,negative,positive,trust",Positive,2,Positive,2.4785934016108513
16061,3,12,00:18:50,sam can i talk to you,positive,Neutral,0,Neutral,0.06388001493178308
16062,3,12,00:18:50,sure but why arent you lookin at me,Neutral,Neutral,0,Neutral,0.4668632987886667
16063,3,12,00:18:54,well thats the thing im no good at talking to girls thats why i ran away from you,"anticipation,joy,positive,surprise,trust",Positive,2,Positive,0.3072716295719147
16064,3,12,00:19:00,you didnt have trouble talkin to me when you thought i was a boy,anticipation,Negative,-2,Negative,0.23372897412627935
16065,3,12,00:19:03,yeah thats true,"joy,positive,trust",Positive,3,Neutral,0.13825484784319997
16066,3,12,00:19:05,just pretend im a boy,negative,Negative,-1,Negative,0.4160076379776001
16067,3,12,00:19:05,ok,Neutral,Neutral,0,Neutral,0.15226788818836212
16068,3,12,00:19:08,you wanna go down to the old town bridge and make out,Neutral,Neutral,0,Neutral,0.06927208742126822
16069,3,12,00:19:11,yes sir,"positive,trust",Positive,5,Neutral,0.11978967813774943
16070,3,12,00:19:13,and in the city glasses are considered really sexy,Neutral,Positive,3,Positive,0.09617817704565823
16071,3,12,00:19:16,ooooh,Neutral,Neutral,0,Neutral,0.15688533894717693
16072,3,12,00:19:18,dang i hope her brother dont already have dibs on her,"anticipation,joy,positive,surprise,trust",Positive,2,Neutral,88.21268081665039
16073,3,12,00:19:22,wheres chris that criminals here,Neutral,Neutral,0,Neutral,76.55346989631653
16074,3,12,00:19:22,hes down by the old town bridge,Neutral,Neutral,0,Neutral,0.06749073509126902
16075,3,12,00:19:27,you know my brother is the one hes here to kill,"fear,negative,positive,sadness,trust",Negative,-3,Negative,73.36939573287964
16076,3,12,00:19:31,my daughter would absolutely love you,"joy,positive",Positive,3,Positive,0.11247434886172414
16077,3,12,00:19:36,youre so cute youre like a skinny garth brooks,positive,Positive,4,Positive,1.5521817840635777
16078,3,12,00:19:40,aha i got you now griffin,Neutral,Neutral,0,Neutral,0.0943782040849328
16079,3,12,00:19:40,aaagh,Neutral,Neutral,0,Neutral,0.21993648260831833
16080,3,12,00:19:44,not so fast buddy,"anticipation,joy,positive,trust",Neutral,0,Positive,0.5294822622090578
16081,3,12,00:19:44,who are you,Neutral,Neutral,0,Neutral,0.14226061757653952
16082,3,12,00:19:46,you can call me officer tj hooker,"positive,trust",Neutral,0,Neutral,0.4342122469097376
16083,3,12,00:19:49,sheriff officer tj hooker,"positive,trust",Neutral,0,Neutral,0.1562366494908929
16084,3,12,00:19:52,and this is my deputy mcmillan and wife,trust,Neutral,0,Neutral,0.062327872728928924
16085,3,12,00:19:55,i hated tj hooker and i never actually saw mcmillan and wife although i was aware of it,Neutral,Negative,-3,Negative,9.305819123983383
16086,3,12,00:20:00,anyway youre dead,Neutral,Negative,-3,Negative,60.40831208229065
16087,3,12,00:20:03,ha youre mine now fella,Neutral,Positive,2,Neutral,0.15190113335847855
16088,3,12,00:20:08,aagh aagh,Neutral,Neutral,0,Neutral,0.13957633636891842
16089,3,12,00:20:09,aargh dad help dad,Neutral,Positive,2,Neutral,0.10449620895087719
16090,3,12,00:20:15,you folks all right,Neutral,Neutral,0,Positive,1.5445958822965622
16091,3,12,00:20:15,wow you guys saved our lives,Neutral,Positive,6,Positive,0.15329023590311408
16092,3,12,00:20:21,and after i said all southerners have bad teeth and the g disease known as gingivitis,"anger,disgust,fear,negative,sadness",Negative,-3,Negative,11.400288343429565
16093,3,12,00:20:25,we take care of our own and as long as yall live here yall are southerners too,anticipation,Positive,2,Neutral,9.201810508966446
16094,3,12,00:20:30,wow thanks,Neutral,Positive,12,Positive,0.11150739155709743
16095,3,12,00:20:30,its our pleasure sam ill see you at home,"anger,disgust,fear,negative,sadness",Positive,3,Positive,0.06938913138583302
16096,3,12,00:20:39,i think the lesson here is it doesnt matter where youre from as long as were all the same religion,"anticipation,positive,trust",Positive,1,Neutral,1.2263376265764236
16097,3,12,00:20:43,it was great having you in class meg,Neutral,Positive,3,Positive,0.0628952169790864
16098,3,12,00:20:43,thanks im really gonna miss everybody,Neutral,Neutral,0,Negative,0.07513464661315084
16099,3,12,00:20:48,we didnt have no money for a present so we all just spit in a jar,"anger,anticipation,disgust,joy,positive,surprise,trust",Negative,-1,Neutral,0.1370794721879065
16100,3,12,00:20:52,i cant believe youre leavin,Neutral,Neutral,0,Neutral,0.17543688882142305
16101,3,12,00:20:52,me either,Neutral,Neutral,0,Neutral,0.22359448485076427
16102,3,12,00:20:55,ill be sure to write,"anger,disgust,fear,negative,sadness",Neutral,0,Neutral,0.06997854798100889
16103,3,12,00:20:55,and ill be sure to learn to read,"anger,disgust,fear,negative,positive,sadness",Neutral,0,Neutral,0.09256555931642652
16104,3,12,00:20:59,next time i see a dead guy im gonna poke him twice as hard for both of us,"anticipation,negative",Negative,-4,Negative,93.81958246231079
16105,3,12,00:21:11,ah its so nice to be home,Neutral,Positive,3,Positive,0.06541196489706635
16106,3,12,00:21:13,you have 113 new messages,Neutral,Neutral,0,Neutral,0.07796846912242472
16107,3,12,00:21:17,oh my,Neutral,Neutral,0,Neutral,0.2305342350155115
16108,3,12,00:21:23, yeah i was just wondering  mmhm where the newspaper boy was,Neutral,Positive,1,Neutral,0.11260599130764604
16109,3,12,00:21:26,havent seen a newspaper in a couple of days wonderin if youre ever gonna come back,Neutral,Neutral,0,Neutral,0.43178643099963665
16110,3,12,00:21:32,guess who sorry to leave you so many messages,"negative,sadness,surprise",Negative,-2,Negative,0.20289034582674503
16111,3,12,00:21:37,just lonely here thinkin bout the musclyarmed paper boy,"anger,disgust,fear,negative,sadness",Negative,-2,Negative,3.567376732826233
16112,3,12,00:21:41,wishin hed bring me some good news,"anticipation,joy,positive,surprise,trust",Positive,3,Positive,0.0693463662173599
16113,3,13,00:00:02,i got the whole day planned first we see the primates,Neutral,Neutral,0,Neutral,0.06360547849908471
16114,3,13,00:00:05,then the butterfly house bathroom break,surprise,Neutral,0,Negative,0.06102807237766683
16115,3,13,00:00:08,cant we all just run around in a disorganised fashion,Neutral,Neutral,0,Neutral,16.549040377140045
16116,3,13,00:00:11,yeah,Neutral,Positive,1,Neutral,0.23757591843605042
16117,3,13,00:00:11,monkeys throw their poo,Neutral,Neutral,0,Neutral,98.68378043174744
16118,3,13,00:00:14,if we dont adhere to a schedule we wont see everything,anticipation,Neutral,0,Neutral,0.07752133533358574
16119,3,13,00:00:17,kids gas masks run,Neutral,Neutral,0,Neutral,0.25141811929643154
16120,3,13,00:00:27,there you are oh dont be such a pig mr pig,"disgust,negative",Neutral,0,Negative,98.28304052352905
16121,3,13,00:00:30,now wheres mr sheep is he being baashful,Neutral,Neutral,0,Neutral,24.678850173950195
16122,3,13,00:00:36,thats right youre all ripe for parody,positive,Neutral,0,Positive,43.68664622306824
16123,3,13,00:00:38,can we go now,Neutral,Neutral,0,Neutral,0.081421690993011
16124,3,13,00:00:38,shut up im having fun,"anticipation,joy,positive",Positive,8,Positive,2.860996127128601
16125,3,13,00:00:43,oh my someones awfully rude oh my fanny is not on the menu what,Neutral,Neutral,0,Negative,88.22101354598999
16126,3,13,00:00:48,what the agh agh oh god oh god agh agh,"anticipation,fear,joy,positive,trust",Positive,4,Neutral,0.5135979503393173
16127,3,13,00:00:57,here little fella come get the food,"joy,positive,trust",Neutral,0,Neutral,1.420423947274685
16128,3,13,00:01:00,i have always wanted to do this,Neutral,Neutral,0,Neutral,0.06658799247816205
16129,3,13,00:01:03,oh here are the marsupials peter what the hell are you doing,"anger,disgust,fear,negative,sadness",Negative,-8,Negative,98.45506548881531
16130,3,13,00:01:08,look at me lois im roo come on ma,Neutral,Neutral,0,Neutral,0.10779472067952156
16131,3,13,00:01:11,lets go watch pooh trick the bees out of their honey by pretending hes a rain cloud,"anger,anticipation,fear,negative,positive,surprise",Negative,-2,Negative,0.6795658264309168
16132,3,13,00:01:46,i am going to kick your ass it seems today that all you see is violence in movies and sex on tv but where are those good oldfashioned values on which we used to rely lucky theres a family guy lucky theres a man who positively can do all the things that make us laugh and cry hes a family guy,"anger,anticipation,fear,joy,negative,positive,sadness,surprise,trust",Positive,8,Positive,4.147884622216225
16133,3,13,00:02:07,hows it going,Neutral,Neutral,0,Neutral,0.08337441831827164
16134,3,13,00:02:07,great beautiful day,"joy,positive",Positive,12,Positive,0.06213836604729295
16135,3,13,00:02:09,gorgeous we sit here and force small talk while they have the time of their lives,"anger,anticipation,fear,joy,negative,positive",Neutral,0,Positive,0.07787736249156296
16136,3,13,00:02:15,yeah yeah,Neutral,Positive,10,Neutral,0.164728588424623
16137,3,13,00:02:22,here girl,Neutral,Neutral,0,Neutral,0.24276855401694775
16138,3,13,00:02:32,sorry i i thought i smelled cookies,anticipation,Negative,-2,Negative,0.1938156201504171
16139,3,13,00:02:37,wow does it really smell like cook god she farted and it went down my throat,"anger,anticipation,disgust,fear,joy,negative,positive,trust",Positive,14,Positive,0.6222088821232319
16140,3,13,00:02:43,full house,positive,Neutral,0,Neutral,0.07572233444079757
16141,3,13,00:02:43,thats some poker face youve got peter,Neutral,Neutral,0,Neutral,2.790062502026558
16142,3,13,00:02:48,years of practice boys,positive,Neutral,0,Neutral,0.07371552637778223
16143,3,13,00:02:48,peter youre on a roll,Neutral,Neutral,0,Neutral,0.08241385221481323
16144,3,13,00:02:51,we ought to get you down to atlantic city,Neutral,Neutral,0,Neutral,0.07147220894694328
16145,3,13,00:02:54,sorry guys lois is making me visit the inlaws this weekend,positive,Negative,-2,Negative,0.05837242933921516
16146,3,13,00:02:57,why does she bother me and loiss old man have never gotten along,negative,Negative,-4,Negative,3.3168453723192215
16147,3,13,00:03:01,hey i got an email from mr pewterschmidt,Neutral,Neutral,0,Neutral,0.06354507058858871
16148,3,13,00:03:04,you should find some common ground with your fatherinlaw,trust,Neutral,0,Neutral,0.06049402290955186
16149,3,13,00:03:07,figure out what he likes and study up on it,positive,Positive,4,Positive,0.07076773326843977
16150,3,13,00:03:10,thats a great idea ill learn how to act like a rich guy im gonna start right now,"anger,anticipation,disgust,fear,negative,positive,sadness",Positive,14,Positive,0.5250035785138607
16151,3,13,00:03:15,youre working through christmas,positive,Neutral,0,Neutral,0.062190828612074256
16152,3,13,00:03:15,but sir what of tiny tim,"positive,trust",Neutral,0,Neutral,0.3646974451839924
16153,3,13,00:03:19,bah he and his ukulele shall go wanting,"negative,sadness",Neutral,0,Neutral,0.39152810350060463
16154,3,13,00:03:28,the new yorker i bet loiss dad reads this id be more apathetic if i werent so lethargic,"negative,sadness",Negative,-10,Negative,1.155557855963707
16155,3,13,00:03:44,oh i get it thats kind of funny yeah can i have a copy of jugs,"joy,negative,positive,trust",Positive,14,Negative,0.25909028481692076
16156,3,13,00:03:51,in french when you want to say yes you say oui oui,Neutral,Positive,4,Neutral,0.23862102534621954
16157,3,13,00:03:54,you gotta be kidding me oh my god that is hysterical,"anger,anticipation,fear,joy,negative,positive,trust",Negative,-4,Negative,0.3125432413071394
16158,3,13,00:04:01,oh man and what do you say for no doodoo,Neutral,Negative,-2,Neutral,0.7003592792898417
16159,3,13,00:04:05,ill be right back i gotta go take a wicked yes,"anger,disgust,fear,negative,sadness",Negative,-2,Positive,0.11577355908229947
16160,3,13,00:04:16,ohh,Neutral,Neutral,0,Neutral,0.19293423974886537
16161,3,13,00:04:16,its a person,Neutral,Neutral,0,Neutral,0.19736879039555788
16162,3,13,00:04:22,would you fix the bathroom faucet,Neutral,Neutral,0,Neutral,0.08661543251946568
16163,3,13,00:04:22,i fixed it already,trust,Neutral,0,Neutral,0.10154630290344357
16164,3,13,00:04:25,no you didnt its still dripping,Neutral,Negative,-2,Negative,0.2681768499314785
16165,3,13,00:04:25,ill give you all my star wars cards if it is,"anger,anticipation,disgust,fear,joy,negative,positive,sadness,trust",Neutral,0,Neutral,0.6432048045098782
16166,3,13,00:04:30,wait wait except boba fett no matter how sure i am i never risk the fett man,"anticipation,fear,negative",Negative,-4,Negative,88.05332779884338
16167,3,13,00:04:37,oh my god,"anticipation,fear,joy,positive,trust",Positive,1,Neutral,0.20717689767479897
16168,3,13,00:04:41,was he just mastur,Neutral,Neutral,0,Neutral,12.602001428604126
16169,3,13,00:04:41,yes,Neutral,Positive,1,Neutral,0.11784621747210622
16170,3,13,00:04:43,oh my,Neutral,Neutral,0,Neutral,0.2305342350155115
16171,3,13,00:04:43,do we do we rub his nose in it,disgust,Neutral,0,Neutral,38.98532688617706
16172,3,13,00:04:52,oh hi brian,Neutral,Neutral,0,Neutral,0.07400766480714083
16173,3,13,00:04:52,listen lois about yesterday,Neutral,Neutral,0,Neutral,0.06136505398899317
16174,3,13,00:04:56,its nothing to be embarrassed about its perfectly normal,Neutral,Positive,2,Positive,0.6958613637834787
16175,3,13,00:05:04,i know its just i should be able to control my baser instincts but lately ive just been having these urges,Neutral,Neutral,0,Neutral,0.2514006569981575
16176,3,13,00:05:08,why dont you come to my parents house the fresh air will help you relax,Neutral,Positive,6,Positive,0.07052260334603488
16177,3,13,00:05:12,mm i know where i go when i want to relax,Neutral,Positive,2,Neutral,0.07067385013215244
16178,3,13,00:05:16,i know the guy that owns this place,Neutral,Neutral,0,Neutral,0.07045291713438928
16179,3,13,00:05:16,what,Neutral,Neutral,0,Neutral,0.4976789001375437
16180,3,13,00:05:20,i said i know the guy that oh ill tell you later i love this song,"anger,disgust,fear,joy,negative,positive,sadness",Positive,6,Positive,0.07685518357902765
16181,3,13,00:05:29,thanks but i think a quiet weekend by myself is just the thing i need,"positive,sadness",Positive,4,Positive,0.07244390435516834
16182,3,13,00:05:33,well have a good time,"anticipation,joy,positive,surprise,trust",Positive,6,Positive,0.07382860057987273
16183,3,13,00:05:37,im gonna relax mellow out and watch some television,"anticipation,fear",Neutral,0,Neutral,0.06055638659745455
16184,3,13,00:05:40,we now return to worlds sluttiest dogs on fox,Neutral,Neutral,0,Neutral,98.99924397468567
16185,3,13,00:05:46,hey wait up,"anticipation,negative",Neutral,0,Neutral,0.10009353281930089
16186,3,13,00:05:49,right into the bper,Neutral,Neutral,0,Positive,0.10015573352575302
16187,3,13,00:05:58,hi mom,Neutral,Neutral,0,Neutral,0.08624820038676262
16188,3,13,00:05:58,oh look at you all,Neutral,Neutral,0,Neutral,1.5236381441354752
16189,3,13,00:06:01,i know someone whos getting a gift certificate for liposuction in her stocking,"anticipation,joy,positive,surprise",Positive,4,Neutral,0.07239789701998234
16190,3,13,00:06:06,thank you,Neutral,Positive,1,Positive,0.08249516249634326
16191,3,13,00:06:06,hello everyone,Neutral,Neutral,0,Neutral,0.08359477506019175
16192,3,13,00:06:08,hi daddy,Neutral,Neutral,0,Neutral,0.0796453736256808
16193,3,13,00:06:08,bonjour monsieur pewterschmidt,Neutral,Neutral,0,Neutral,0.07877181051298976
16194,3,13,00:06:11,did peter have a stroke,"fear,negative,sadness",Neutral,0,Neutral,0.21155464928597212
16195,3,13,00:06:11,hes cultured himself like pretty woman,"anticipation,joy,positive,trust",Positive,6,Positive,0.1500822720117867
16196,3,13,00:06:16,oh so i should treat him like a highclass whore,"anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust",Negative,-4,Positive,98.04465174674988
16197,3,13,00:06:21,thats fine just no kissing on the lips,Neutral,Positive,2,Positive,0.21354772616177797
16198,3,13,00:06:24,would you like a piece of candy,Neutral,Positive,4,Positive,0.10339996078982949
16199,3,13,00:06:24,i smell death on you,"anger,anticipation,disgust,fear,negative,sadness,surprise",Negative,-4,Negative,98.73718023300171
16200,3,13,00:06:31,ahoy mr pewterschmidt permission to come aboard,positive,Positive,2,Neutral,0.05927334423176944
16201,3,13,00:06:34,no,Neutral,Negative,-1,Neutral,0.24813299532979727
16202,3,13,00:06:34,thanks quite a schooner you got here,Neutral,Positive,4,Neutral,0.08388254791498184
16203,3,13,00:06:38,what is she a 45footer,Neutral,Neutral,0,Neutral,1.235473994165659
16204,3,13,00:06:38,peter i didnt know you were a sailor,Neutral,Neutral,0,Neutral,0.0795941159594804
16205,3,13,00:06:42,i didnt know you looked so good in shorts,"anticipation,joy,positive,surprise,trust",Positive,6,Positive,0.14793305890634656
16206,3,13,00:06:45,what,Neutral,Neutral,0,Neutral,0.4976789001375437
16207,3,13,00:06:45,you dont have an eye spliced in this line,Neutral,Neutral,0,Neutral,1.5556304715573788
16208,3,13,00:06:48,ill tie a bowline in there and make one that should hold her,"anger,disgust,fear,negative,sadness",Neutral,0,Neutral,0.1007835497148335
16209,3,13,00:06:55,and this is a 74 pinot noir,Neutral,Neutral,0,Neutral,0.08581826696172357
16210,3,13,00:06:55,mmm lovely,"anticipation,joy,positive,sadness,surprise,trust",Positive,6,Positive,0.11099121766164899
16211,3,13,00:06:59,carter did you tell your soninlaw hes not supposed to swallow the wine,Neutral,Neutral,0,Neutral,0.10780539596453309
16212,3,13,00:07:04,hey where the hell is that peter griffin,"anger,disgust,fear,negative,sadness",Negative,-8,Negative,79.5824646949768
16213,3,13,00:07:07,he said hed give me a hundred dollars if i took off all my clothes off,Neutral,Neutral,0,Neutral,0.12646218528971076
16214,3,13,00:07:14,thanks for bringing me this is just what i needed,Neutral,Positive,4,Neutral,0.07521523511968553
16215,3,13,00:07:17,im glad it seems like everybodys having a lot of fun,"anticipation,joy,positive",Positive,18,Positive,0.08330525015480816
16216,3,13,00:07:20,how long are you and your family in,anticipation,Neutral,0,Neutral,0.0709839107003063
16217,3,13,00:07:20, no conversation,Neutral,Negative,-2,Neutral,0.07166826399043202
16218,3,13,00:07:25,you idiot im never taking you to my country club again,"disgust,negative",Negative,-6,Negative,97.5104570388794
16219,3,13,00:07:28,im sorry mr pewterschmidt,Neutral,Negative,-2,Negative,0.12163521023467183
16220,3,13,00:07:28,your husband is a moron,negative,Negative,-6,Negative,98.18419218063354
16221,3,13,00:07:31,he walks up to the premier of china and says dong where is my automobile,positive,Neutral,0,Positive,0.18422560533508658
16222,3,13,00:07:37,i tried to fit in with your dads crowd but its worse than before,"fear,negative,sadness",Negative,-4,Negative,0.2972555346786976
16223,3,13,00:07:41,this sucks worse than that time i was on survivor,"anticipation,fear,negative,sadness",Negative,-8,Negative,2.924131415784359
16224,3,13,00:07:43,how dare you wash your clothes in our drinking water bebe,"anticipation,negative,trust",Neutral,0,Neutral,71.2925910949707
16225,3,13,00:07:47,now how are we gonna survive in this harsh unforgiving terrain,"anger,negative,positive,sadness",Negative,-4,Negative,0.07549982983618975
16226,3,13,00:07:52,make sure the wheel goes all the way around,Neutral,Neutral,0,Neutral,0.10664773872122169
16227,3,13,00:07:55,oh no headhunters am i fired,Neutral,Negative,-6,Neutral,13.67439329624176
16228,3,13,00:08:00,peters been trying really hard to get you to like him,Neutral,Positive,2,Negative,0.08734017610549927
16229,3,13,00:08:03,give him another chance let him join your poker game,"positive,surprise",Positive,6,Neutral,0.07960022194311023
16230,3,13,00:08:07,id rather be stuck in an elevator with nathan lane gilbert gottfried,Neutral,Negative,-4,Negative,34.34782326221466
16231,3,13,00:08:11,carrot top  sean hayes oh you get the picture,"anticipation,positive,trust",Positive,4,Positive,0.2958272583782673
16232,3,13,00:08:16,please,Neutral,Positive,7,Neutral,0.11648478684946895
16233,3,13,00:08:16,no,Neutral,Negative,-1,Neutral,0.24813299532979727
16234,3,13,00:08:22,ok you know maybe later ill take mom by the shoeshine place and introduce her to that mulatto boy who looks a lot like,"anger,disgust,fear,negative,sadness",Positive,4,Positive,0.25461509358137846
16235,3,13,00:08:26,would peter like to play poker with us,Neutral,Positive,4,Positive,0.06957706063985825
16236,3,13,00:08:26,hed love to,"joy,positive",Positive,6,Positive,0.07133376784622669
16237,3,13,00:08:29,that sounds dynamite,Neutral,Neutral,0,Neutral,1.5785589814186096
16238,3,13,00:08:35,brian come here and meet sea breeze my prizewinning dog,positive,Positive,8,Positive,0.06421873695217073
16239,3,13,00:08:39,isnt she a perfect specimen look at these legs and that beautiful coat,"anticipation,joy,positive,trust",Positive,12,Positive,0.143034930806607
16240,3,13,00:08:44,feel the heat coming off of her genitalia you could roast a marshmallow,anticipation,Neutral,0,Neutral,98.62074851989746
16241,3,13,00:08:48,thats how you can tell shes a champion go on put your hand there,"anticipation,joy,positive,trust",Neutral,0,Positive,0.12378202518448234
16242,3,13,00:08:52,oh that is,Neutral,Neutral,0,Neutral,0.16947814729064703
16243,3,13,00:08:52,is that something,Neutral,Neutral,0,Neutral,0.3085862612351775
16244,3,13,00:08:54,that is something that is that is hot,anger,Neutral,0,Positive,0.7638717535883188
16245,3,13,00:08:57,isnt she the most beautiful dog,"joy,positive",Positive,6,Positive,0.3766766516491771
16246,3,13,00:08:59,yes yes she is a beautiful dog and thats ok,"joy,positive",Positive,10,Positive,1.24089689925313
16247,3,13,00:09:06,this is peter hes the idiot my daughter married,"disgust,joy,negative,positive",Negative,-6,Negative,97.7340817451477
16248,3,13,00:09:09,michael eisner,Neutral,Neutral,0,Neutral,0.11829179711639881
16249,3,13,00:09:09,bill gates,Neutral,Neutral,0,Neutral,0.09459781576879323
16250,3,13,00:09:11,peters an antitrust lawyer with the justice department,"anger,disgust,fear,negative,positive,trust",Positive,4,Positive,0.06285287672653794
16251,3,13,00:09:15,just kidding hes a fisherman or some stupid thing,negative,Negative,-4,Negative,95.95543146133423
16252,3,13,00:09:18,hey fellas,Neutral,Neutral,0,Neutral,0.1514676958322525
16253,3,13,00:09:18,wow ted turner,Neutral,Positive,8,Positive,0.12637494364753366
16254,3,13,00:09:21,i told you not to invite him,"anticipation,joy,positive,surprise,trust",Positive,2,Neutral,0.16366824274882674
16255,3,13,00:09:21,he must have followed us,Neutral,Neutral,0,Neutral,0.09848516201600432
16256,3,13,00:09:24,come on ladies are we gonna play cards,Neutral,Neutral,0,Neutral,0.06523182964883745
16257,3,13,00:09:27,peter why dont you deal,"anticipation,joy,positive,surprise,trust",Neutral,0,Neutral,0.8067751303315163
16258,3,13,00:09:27,were playing texas hold em,Neutral,Neutral,0,Neutral,0.17479038797318935
16259,3,13,00:09:30,are aces high or low,Neutral,Neutral,0,Neutral,0.2993642585352063
16260,3,13,00:09:30,they go both ways,Neutral,Neutral,0,Neutral,0.4851902835071087
16261,3,13,00:09:33,he said they go both ways,Neutral,Neutral,0,Neutral,0.3141081193462014
16262,3,13,00:09:37,like a bisexual,Neutral,Positive,4,Positive,3.3417731523513794
16263,3,13,00:09:37,thank you ted that was the joke,negative,Positive,8,Positive,0.1741626998409629
16264,3,13,00:09:43,i see your bet and i raise you cnn,Neutral,Neutral,0,Neutral,0.178425048943609
16265,3,13,00:09:43,oh i dont think i can,Neutral,Neutral,0,Neutral,0.16204564599320292
